p,q,K,KB,t,r_ens
2,3,0.300,0.310,10001,0.378872
2,3,0.300,0.310,10002,0.371789
2,3,0.300,0.310,10003,0.373243
2,3,0.300,0.310,10004,0.376968
2,3,0.300,0.310,10005,0.373602
2,3,0.300,0.310,10006,0.370247
2,3,0.300,0.310,10007,0.372906
2,3,0.300,0.310,10008,0.375878
2,3,0.300,0.310,10009,0.373375
2,3,0.300,0.310,10010,0.370984
2,3,0.300,0.310,10011,0.375148
2,3,0.300,0.310,10012,0.377932
2,3,0.300,0.310,10013,0.373231
2,3,0.300,0.310,10014,0.372962
2,3,0.300,0.310,10015,0.378731
2,3,0.300,0.310,10016,0.376570
2,3,0.300,0.310,10017,0.371644
2,3,0.300,0.310,10018,0.374372
2,3,0.300,0.310,10019,0.375796
2,3,0.300,0.310,10020,0.370705
2,3,0.300,0.310,10021,0.367538
2,3,0.300,0.310,10022,0.368576
2,3,0.300,0.310,10023,0.366794
2,3,0.300,0.310,10024,0.360669
2,3,0.300,0.310,10025,0.358001
2,3,0.300,0.310,10026,0.358977
2,3,0.300,0.310,10027,0.353823
2,3,0.300,0.310,10028,0.347020
2,3,0.300,0.310,10029,0.348647
2,3,0.300,0.310,10030,0.347794
2,3,0.300,0.310,10031,0.338617
2,3,0.300,0.310,10032,0.335689
2,3,0.300,0.310,10033,0.339541
2,3,0.300,0.310,10034,0.334479
2,3,0.300,0.310,10035,0.325861
2,3,0.300,0.310,10036,0.327348
2,3,0.300,0.310,10037,0.329069
2,3,0.300,0.310,10038,0.322500
2,3,0.300,0.310,10039,0.316711
2,3,0.300,0.310,10040,0.318717
2,3,0.300,0.310,10041,0.319241
2,3,0.300,0.310,10042,0.311390
2,3,0.300,0.310,10043,0.307241
2,3,0.300,0.310,10044,0.310826
2,3,0.300,0.310,10045,0.308312
2,3,0.300,0.310,10046,0.299723
2,3,0.300,0.310,10047,0.299169
2,3,0.300,0.310,10048,0.301880
2,3,0.300,0.310,10049,0.296108
2,3,0.300,0.310,10050,0.289989
2,3,0.300,0.310,10051,0.291474
2,3,0.300,0.310,10052,0.291593
2,3,0.300,0.310,10053,0.285790
2,3,0.300,0.310,10054,0.282096
2,3,0.300,0.310,10055,0.283814
2,3,0.300,0.310,10056,0.283688
2,3,0.300,0.310,10057,0.277681
2,3,0.300,0.310,10058,0.275834
2,3,0.300,0.310,10059,0.280408
2,3,0.300,0.310,10060,0.277966
2,3,0.300,0.310,10061,0.272288
2,3,0.300,0.310,10062,0.275982
2,3,0.300,0.310,10063,0.278945
2,3,0.300,0.310,10064,0.273984
2,3,0.300,0.310,10065,0.273453
2,3,0.300,0.310,10066,0.277750
2,3,0.300,0.310,10067,0.276579
2,3,0.300,0.310,10068,0.273051
2,3,0.300,0.310,10069,0.274521
2,3,0.300,0.310,10070,0.277195
2,3,0.300,0.310,10071,0.273733
2,3,0.300,0.310,10072,0.269569
2,3,0.300,0.310,10073,0.273070
2,3,0.300,0.310,10074,0.274180
2,3,0.300,0.310,10075,0.266048
2,3,0.300,0.310,10076,0.263741
2,3,0.300,0.310,10077,0.269514
2,3,0.300,0.310,10078,0.264729
2,3,0.300,0.310,10079,0.255593
2,3,0.300,0.310,10080,0.258357
2,3,0.300,0.310,10081,0.259778
2,3,0.300,0.310,10082,0.251508
2,3,0.300,0.310,10083,0.246179
2,3,0.300,0.310,10084,0.247347
2,3,0.300,0.310,10085,0.245536
2,3,0.300,0.310,10086,0.237120
2,3,0.300,0.310,10087,0.231272
2,3,0.300,0.310,10088,0.232199
2,3,0.300,0.310,10089,0.228272
2,3,0.300,0.310,10090,0.217158
2,3,0.300,0.310,10091,0.213628
2,3,0.300,0.310,10092,0.214724
2,3,0.300,0.310,10093,0.205790
2,3,0.300,0.310,10094,0.196530
2,3,0.300,0.310,10095,0.196903
2,3,0.300,0.310,10096,0.194294
2,3,0.300,0.310,10097,0.185713
2,3,0.300,0.310,10098,0.181589
2,3,0.300,0.310,10099,0.182177
2,3,0.300,0.310,10100,0.180898
2,3,0.300,0.310,10101,0.175579
2,3,0.300,0.310,10102,0.174227
2,3,0.300,0.310,10103,0.179947
2,3,0.300,0.310,10104,0.179408
2,3,0.300,0.310,10105,0.175349
2,3,0.300,0.310,10106,0.182385
2,3,0.300,0.310,10107,0.187987
2,3,0.300,0.310,10108,0.184028
2,3,0.300,0.310,10109,0.187488
2,3,0.300,0.310,10110,0.195474
2,3,0.300,0.310,10111,0.194959
2,3,0.300,0.310,10112,0.193807
2,3,0.300,0.310,10113,0.198416
2,3,0.300,0.310,10114,0.202000
2,3,0.300,0.310,10115,0.199949
2,3,0.300,0.310,10116,0.197353
2,3,0.300,0.310,10117,0.201127
2,3,0.300,0.310,10118,0.203245
2,3,0.300,0.310,10119,0.195370
2,3,0.300,0.310,10120,0.192714
2,3,0.300,0.310,10121,0.198994
2,3,0.300,0.310,10122,0.193340
2,3,0.300,0.310,10123,0.182747
2,3,0.300,0.310,10124,0.185598
2,3,0.300,0.310,10125,0.185492
2,3,0.300,0.310,10126,0.174641
2,3,0.300,0.310,10127,0.168736
2,3,0.300,0.310,10128,0.167684
2,3,0.300,0.310,10129,0.162716
2,3,0.300,0.310,10130,0.152882
2,3,0.300,0.310,10131,0.144361
2,3,0.300,0.310,10132,0.142005
2,3,0.300,0.310,10133,0.136213
2,3,0.300,0.310,10134,0.122109
2,3,0.300,0.310,10135,0.115820
2,3,0.300,0.310,10136,0.115815
2,3,0.300,0.310,10137,0.104157
2,3,0.300,0.310,10138,0.093056
2,3,0.300,0.310,10139,0.093785
2,3,0.300,0.310,10140,0.090098
2,3,0.300,0.310,10141,0.081256
2,3,0.300,0.310,10142,0.079107
2,3,0.300,0.310,10143,0.080463
2,3,0.300,0.310,10144,0.080502
2,3,0.300,0.310,10145,0.078349
2,3,0.300,0.310,10146,0.079484
2,3,0.300,0.310,10147,0.087888
2,3,0.300,0.310,10148,0.089921
2,3,0.300,0.310,10149,0.088016
2,3,0.300,0.310,10150,0.099090
2,3,0.300,0.310,10151,0.107167
2,3,0.300,0.310,10152,0.103751
2,3,0.300,0.310,10153,0.110346
2,3,0.300,0.310,10154,0.120705
2,3,0.300,0.310,10155,0.120313
2,3,0.300,0.310,10156,0.120864
2,3,0.300,0.310,10157,0.126848
2,3,0.300,0.310,10158,0.129825
2,3,0.300,0.310,10159,0.128649
2,3,0.300,0.310,10160,0.126417
2,3,0.300,0.310,10161,0.129144
2,3,0.300,0.310,10162,0.131222
2,3,0.300,0.310,10163,0.122422
2,3,0.300,0.310,10164,0.118212
2,3,0.300,0.310,10165,0.123870
2,3,0.300,0.310,10166,0.116329
2,3,0.300,0.310,10167,0.103171
2,3,0.300,0.310,10168,0.105011
2,3,0.300,0.310,10169,0.102245
2,3,0.300,0.310,10170,0.088141
2,3,0.300,0.310,10171,0.080828
2,3,0.300,0.310,10172,0.076822
2,3,0.300,0.310,10173,0.068438
2,3,0.300,0.310,10174,0.056859
2,3,0.300,0.310,10175,0.045761
2,3,0.300,0.310,10176,0.040961
2,3,0.300,0.310,10177,0.034100
2,3,0.300,0.310,10178,0.017994
2,3,0.300,0.310,10179,0.010973
2,3,0.300,0.310,10180,0.011630
2,3,0.300,0.310,10181,-0.000607
2,3,0.300,0.310,10182,-0.010446
2,3,0.300,0.310,10183,-0.007259
2,3,0.300,0.310,10184,-0.010324
2,3,0.300,0.310,10185,-0.016657
2,3,0.300,0.310,10186,-0.014688
2,3,0.300,0.310,10187,-0.011437
2,3,0.300,0.310,10188,-0.009153
2,3,0.300,0.310,10189,-0.007860
2,3,0.300,0.310,10190,-0.004149
2,3,0.300,0.310,10191,0.007109
2,3,0.300,0.310,10192,0.011085
2,3,0.300,0.310,10193,0.010202
2,3,0.300,0.310,10194,0.024112
2,3,0.300,0.310,10195,0.033590
2,3,0.300,0.310,10196,0.030249
2,3,0.300,0.310,10197,0.038526
2,3,0.300,0.310,10198,0.049400
2,3,0.300,0.310,10199,0.048133
2,3,0.300,0.310,10200,0.049653
2,3,0.300,0.310,10201,0.055437
2,3,0.300,0.310,10202,0.056591
2,3,0.300,0.310,10203,0.055424
2,3,0.300,0.310,10204,0.052068
2,3,0.300,0.310,10205,0.052645
2,3,0.300,0.310,10206,0.053748
2,3,0.300,0.310,10207,0.042882
2,3,0.300,0.310,10208,0.035892
2,3,0.300,0.310,10209,0.040047
2,3,0.300,0.310,10210,0.029713
2,3,0.300,0.310,10211,0.013327
2,3,0.300,0.310,10212,0.013634
2,3,0.300,0.310,10213,0.007788
2,3,0.300,0.310,10214,-0.009563
2,3,0.300,0.310,10215,-0.018219
2,3,0.300,0.310,10216,-0.024400
2,3,0.300,0.310,10217,-0.034974
2,3,0.300,0.310,10218,-0.047092
2,3,0.300,0.310,10219,-0.059102
2,3,0.300,0.310,10220,-0.064044
2,3,0.300,0.310,10221,-0.069795
2,3,0.300,0.310,10222,-0.085277
2,3,0.300,0.310,10223,-0.090169
2,3,0.300,0.310,10224,-0.087211
2,3,0.300,0.310,10225,-0.098173
2,3,0.300,0.310,10226,-0.104177
2,3,0.300,0.310,10227,-0.097330
2,3,0.300,0.310,10228,-0.099355
2,3,0.300,0.310,10229,-0.102706
2,3,0.300,0.310,10230,-0.096848
2,3,0.300,0.310,10231,-0.091853
2,3,0.300,0.310,10232,-0.087572
2,3,0.300,0.310,10233,-0.084070
2,3,0.300,0.310,10234,-0.079390
2,3,0.300,0.310,10235,-0.066197
2,3,0.300,0.310,10236,-0.061108
2,3,0.300,0.310,10237,-0.062016
2,3,0.300,0.310,10238,-0.047047
2,3,0.300,0.310,10239,-0.037535
2,3,0.300,0.310,10240,-0.041583
2,3,0.300,0.310,10241,-0.032885
2,3,0.300,0.310,10242,-0.022951
2,3,0.300,0.310,10243,-0.026160
2,3,0.300,0.310,10244,-0.024746
2,3,0.300,0.310,10245,-0.020650
2,3,0.300,0.310,10246,-0.022143
2,3,0.300,0.310,10247,-0.024299
2,3,0.300,0.310,10248,-0.030067
2,3,0.300,0.310,10249,-0.032587
2,3,0.300,0.310,10250,-0.033200
2,3,0.300,0.310,10251,-0.046911
2,3,0.300,0.310,10252,-0.057102
2,3,0.300,0.310,10253,-0.054544
2,3,0.300,0.310,10254,-0.067873
2,3,0.300,0.310,10255,-0.087044
2,3,0.300,0.310,10256,-0.087529
2,3,0.300,0.310,10257,-0.095300
2,3,0.300,0.310,10258,-0.114181
2,3,0.300,0.310,10259,-0.122421
2,3,0.300,0.310,10260,-0.128841
2,3,0.300,0.310,10261,-0.139038
2,3,0.300,0.310,10262,-0.148991
2,3,0.300,0.310,10263,-0.159494
2,3,0.300,0.310,10264,-0.162405
2,3,0.300,0.310,10265,-0.165462
2,3,0.300,0.310,10266,-0.178474
2,3,0.300,0.310,10267,-0.179533
2,3,0.300,0.310,10268,-0.173947
2,3,0.300,0.310,10269,-0.183712
2,3,0.300,0.310,10270,-0.185908
2,3,0.300,0.310,10271,-0.175987
2,3,0.300,0.310,10272,-0.177212
2,3,0.300,0.310,10273,-0.178399
2,3,0.300,0.310,10274,-0.170482
2,3,0.300,0.310,10275,-0.165113
2,3,0.300,0.310,10276,-0.159308
2,3,0.300,0.310,10277,-0.154857
2,3,0.300,0.310,10278,-0.150807
2,3,0.300,0.310,10279,-0.136941
2,3,0.300,0.310,10280,-0.131878
2,3,0.300,0.310,10281,-0.133827
2,3,0.300,0.310,10282,-0.119156
2,3,0.300,0.310,10283,-0.110828
2,3,0.300,0.310,10284,-0.116758
2,3,0.300,0.310,10285,-0.108834
2,3,0.300,0.310,10286,-0.101047
2,3,0.300,0.310,10287,-0.106999
2,3,0.300,0.310,10288,-0.106767
2,3,0.300,0.310,10289,-0.105524
2,3,0.300,0.310,10290,-0.110245
2,3,0.300,0.310,10291,-0.114131
2,3,0.300,0.310,10292,-0.122815
2,3,0.300,0.310,10293,-0.128337
2,3,0.300,0.310,10294,-0.130555
2,3,0.300,0.310,10295,-0.146957
2,3,0.300,0.310,10296,-0.159177
2,3,0.300,0.310,10297,-0.156979
2,3,0.300,0.310,10298,-0.171859
2,3,0.300,0.310,10299,-0.191405
2,3,0.300,0.310,10300,-0.190727
2,3,0.300,0.310,10301,-0.198394
2,3,0.300,0.310,10302,-0.215709
2,3,0.300,0.310,10303,-0.220916
2,3,0.300,0.310,10304,-0.225955
2,3,0.300,0.310,10305,-0.233966
2,3,0.300,0.310,10306,-0.240172
2,3,0.300,0.310,10307,-0.247889
2,3,0.300,0.310,10308,-0.248005
2,3,0.300,0.310,10309,-0.248626
2,3,0.300,0.310,10310,-0.259759
2,3,0.300,0.310,10311,-0.257352
2,3,0.300,0.310,10312,-0.249800
2,3,0.300,0.310,10313,-0.258940
2,3,0.300,0.310,10314,-0.258829
2,3,0.300,0.310,10315,-0.247625
2,3,0.300,0.310,10316,-0.248751
2,3,0.300,0.310,10317,-0.248514
2,3,0.300,0.310,10318,-0.240316
2,3,0.300,0.310,10319,-0.236032
2,3,0.300,0.310,10320,-0.229476
2,3,0.300,0.310,10321,-0.225463
2,3,0.300,0.310,10322,-0.223165
2,3,0.300,0.310,10323,-0.209709
2,3,0.300,0.310,10324,-0.205965
2,3,0.300,0.310,10325,-0.210195
2,3,0.300,0.310,10326,-0.196863
2,3,0.300,0.310,10327,-0.190742
2,3,0.300,0.310,10328,-0.199499
2,3,0.300,0.310,10329,-0.193240
2,3,0.300,0.310,10330,-0.188492
2,3,0.300,0.310,10331,-0.197598
2,3,0.300,0.310,10332,-0.199074
2,3,0.300,0.310,10333,-0.200689
2,3,0.300,0.310,10334,-0.208159
2,3,0.300,0.310,10335,-0.213493
2,3,0.300,0.310,10336,-0.224208
2,3,0.300,0.310,10337,-0.231000
2,3,0.300,0.310,10338,-0.233262
2,3,0.300,0.310,10339,-0.250384
2,3,0.300,0.310,10340,-0.261952
2,3,0.300,0.310,10341,-0.258202
2,3,0.300,0.310,10342,-0.272220
2,3,0.300,0.310,10343,-0.288932
2,3,0.300,0.310,10344,-0.285332
2,3,0.300,0.310,10345,-0.291881
2,3,0.300,0.310,10346,-0.305908
2,3,0.300,0.310,10347,-0.306996
2,3,0.300,0.310,10348,-0.310106
2,3,0.300,0.310,10349,-0.315848
2,3,0.300,0.310,10350,-0.319113
2,3,0.300,0.310,10351,-0.324932
2,3,0.300,0.310,10352,-0.322645
2,3,0.300,0.310,10353,-0.321645
2,3,0.300,0.310,10354,-0.332158
2,3,0.300,0.310,10355,-0.327945
2,3,0.300,0.310,10356,-0.319612
2,3,0.300,0.310,10357,-0.328648
2,3,0.300,0.310,10358,-0.327630
2,3,0.300,0.310,10359,-0.316793
2,3,0.300,0.310,10360,-0.318864
2,3,0.300,0.310,10361,-0.318114
2,3,0.300,0.310,10362,-0.311109
2,3,0.300,0.310,10363,-0.308852
2,3,0.300,0.310,10364,-0.302561
2,3,0.300,0.310,10365,-0.300427
2,3,0.300,0.310,10366,-0.300858
2,3,0.300,0.310,10367,-0.288723
2,3,0.300,0.310,10368,-0.287317
2,3,0.300,0.310,10369,-0.294685
2,3,0.300,0.310,10370,-0.283286
2,3,0.300,0.310,10371,-0.280046
2,3,0.300,0.310,10372,-0.291833
2,3,0.300,0.310,10373,-0.287210
2,3,0.300,0.310,10374,-0.285130
2,3,0.300,0.310,10375,-0.296646
2,3,0.300,0.310,10376,-0.299019
2,3,0.300,0.310,10377,-0.301954
2,3,0.300,0.310,10378,-0.310119
2,3,0.300,0.310,10379,-0.314871
2,3,0.300,0.310,10380,-0.325399
2,3,0.300,0.310,10381,-0.330981
2,3,0.300,0.310,10382,-0.331127
2,3,0.300,0.310,10383,-0.346336
2,3,0.300,0.310,10384,-0.354819
2,3,0.300,0.310,10385,-0.348625
2,3,0.300,0.310,10386,-0.360922
2,3,0.300,0.310,10387,-0.373464
2,3,0.300,0.310,10388,-0.366634
2,3,0.300,0.310,10389,-0.372080
2,3,0.300,0.310,10390,-0.383324
2,3,0.300,0.310,10391,-0.381544
2,3,0.300,0.310,10392,-0.383446
2,3,0.300,0.310,10393,-0.387323
2,3,0.300,0.310,10394,-0.389023
2,3,0.300,0.310,10395,-0.394618
2,3,0.300,0.310,10396,-0.390997
2,3,0.300,0.310,10397,-0.389301
2,3,0.300,0.310,10398,-0.400116
2,3,0.300,0.310,10399,-0.395593
2,3,0.300,0.310,10400,-0.387738
2,3,0.300,0.310,10401,-0.397603
2,3,0.300,0.310,10402,-0.396808
2,3,0.300,0.310,10403,-0.387554
2,3,0.300,0.310,10404,-0.391454
2,3,0.300,0.310,10405,-0.391285
2,3,0.300,0.310,10406,-0.386758
2,3,0.300,0.310,10407,-0.387161
2,3,0.300,0.310,10408,-0.382047
2,3,0.300,0.310,10409,-0.382724
2,3,0.300,0.310,10410,-0.386326
2,3,0.300,0.310,10411,-0.375950
2,3,0.300,0.310,10412,-0.377306
2,3,0.300,0.310,10413,-0.387447
2,3,0.300,0.310,10414,-0.377458
2,3,0.300,0.310,10415,-0.376586
2,3,0.300,0.310,10416,-0.390071
2,3,0.300,0.310,10417,-0.385686
2,3,0.300,0.310,10418,-0.384480
2,3,0.300,0.310,10419,-0.395897
2,3,0.300,0.310,10420,-0.396908
2,3,0.300,0.310,10421,-0.399224
2,3,0.300,0.310,10422,-0.405641
2,3,0.300,0.310,10423,-0.407429
2,3,0.300,0.310,10424,-0.415731
2,3,0.300,0.310,10425,-0.418726
2,3,0.300,0.310,10426,-0.416233
2,3,0.300,0.310,10427,-0.428897
2,3,0.300,0.310,10428,-0.433672
2,3,0.300,0.310,10429,-0.425334
2,3,0.300,0.310,10430,-0.436466
2,3,0.300,0.310,10431,-0.445834
2,3,0.300,0.310,10432,-0.437069
2,3,0.300,0.310,10433,-0.441815
2,3,0.300,0.310,10434,-0.451114
2,3,0.300,0.310,10435,-0.448343
2,3,0.300,0.310,10436,-0.450372
2,3,0.300,0.310,10437,-0.452940
2,3,0.300,0.310,10438,-0.454328
2,3,0.300,0.310,10439,-0.460866
2,3,0.300,0.310,10440,-0.456971
2,3,0.300,0.310,10441,-0.455780
2,3,0.300,0.310,10442,-0.467835
2,3,0.300,0.310,10443,-0.463995
2,3,0.300,0.310,10444,-0.457672
2,3,0.300,0.310,10445,-0.469307
2,3,0.300,0.310,10446,-0.469662
2,3,0.300,0.310,10447,-0.462956
2,3,0.300,0.310,10448,-0.469173
2,3,0.300,0.310,10449,-0.470351
2,3,0.300,0.310,10450,-0.468885
2,3,0.300,0.310,10451,-0.471961
2,3,0.300,0.310,10452,-0.468350
2,3,0.300,0.310,10453,-0.471702
2,3,0.300,0.310,10454,-0.477453
2,3,0.300,0.310,10455,-0.468142
2,3,0.300,0.310,10456,-0.471338
2,3,0.300,0.310,10457,-0.482230
2,3,0.300,0.310,10458,-0.472048
2,3,0.300,0.310,10459,-0.471537
2,3,0.300,0.310,10460,-0.483865
2,3,0.300,0.310,10461,-0.477825
2,3,0.300,0.310,10462,-0.475841
2,3,0.300,0.310,10463,-0.484626
2,3,0.300,0.310,10464,-0.482415
2,3,0.300,0.310,10465,-0.483097
2,3,0.300,0.310,10466,-0.486984
2,3,0.300,0.310,10467,-0.485650
2,3,0.300,0.310,10468,-0.491601
2,3,0.300,0.310,10469,-0.491945
2,3,0.300,0.310,10470,-0.487601
2,3,0.300,0.310,10471,-0.498855
2,3,0.300,0.310,10472,-0.501057
2,3,0.300,0.310,10473,-0.491579
2,3,0.300,0.310,10474,-0.502052
2,3,0.300,0.310,10475,-0.509690
2,3,0.300,0.310,10476,-0.500706
2,3,0.300,0.310,10477,-0.505523
2,3,0.300,0.310,10478,-0.513602
2,3,0.300,0.310,10479,-0.511326
2,3,0.300,0.310,10480,-0.514480
2,3,0.300,0.310,10481,-0.516549
2,3,0.300,0.310,10482,-0.518932
2,3,0.300,0.310,10483,-0.527170
2,3,0.300,0.310,10484,-0.523810
2,3,0.300,0.310,10485,-0.524206
2,3,0.300,0.310,10486,-0.538272
2,3,0.300,0.310,10487,-0.535746
2,3,0.300,0.310,10488,-0.531728
2,3,0.300,0.310,10489,-0.545484
2,3,0.300,0.310,10490,-0.547308
2,3,0.300,0.310,10491,-0.543355
2,3,0.300,0.310,10492,-0.551631
2,3,0.300,0.310,10493,-0.554052
2,3,0.300,0.310,10494,-0.554827
2,3,0.300,0.310,10495,-0.559229
2,3,0.300,0.310,10496,-0.556163
2,3,0.300,0.310,10497,-0.560641
2,3,0.300,0.310,10498,-0.566304
2,3,0.300,0.310,10499,-0.556344
2,3,0.300,0.310,10500,-0.559123
2,3,0.300,0.310,10501,-0.568182
2,3,0.300,0.310,10502,-0.556495
2,3,0.300,0.310,10503,-0.554762
2,3,0.300,0.310,10504,-0.563776
2,3,0.300,0.310,10505,-0.555246
2,3,0.300,0.310,10506,-0.552173
2,3,0.300,0.310,10507,-0.557997
2,3,0.300,0.310,10508,-0.553011
2,3,0.300,0.310,10509,-0.552247
2,3,0.300,0.310,10510,-0.553932
2,3,0.300,0.310,10511,-0.550861
2,3,0.300,0.310,10512,-0.555851
2,3,0.300,0.310,10513,-0.554375
2,3,0.300,0.310,10514,-0.549126
2,3,0.300,0.310,10515,-0.559994
2,3,0.300,0.310,10516,-0.561127
2,3,0.300,0.310,10517,-0.551748
2,3,0.300,0.310,10518,-0.562218
2,3,0.300,0.310,10519,-0.569200
2,3,0.300,0.310,10520,-0.561308
2,3,0.300,0.310,10521,-0.566999
2,3,0.300,0.310,10522,-0.574739
2,3,0.300,0.310,10523,-0.574171
2,3,0.300,0.310,10524,-0.578999
2,3,0.300,0.310,10525,-0.581346
2,3,0.300,0.310,10526,-0.585751
2,3,0.300,0.310,10527,-0.596111
2,3,0.300,0.310,10528,-0.593770
2,3,0.300,0.310,10529,-0.596384
2,3,0.300,0.310,10530,-0.612428
2,3,0.300,0.310,10531,-0.611101
2,3,0.300,0.310,10532,-0.609395
2,3,0.300,0.310,10533,-0.624617
2,3,0.300,0.310,10534,-0.627167
2,3,0.300,0.310,10535,-0.624839
2,3,0.300,0.310,10536,-0.633565
2,3,0.300,0.310,10537,-0.635808
2,3,0.300,0.310,10538,-0.637082
2,3,0.300,0.310,10539,-0.640622
2,3,0.300,0.310,10540,-0.636162
2,3,0.300,0.310,10541,-0.639713
2,3,0.300,0.310,10542,-0.643470
2,3,0.300,0.310,10543,-0.631858
2,3,0.300,0.310,10544,-0.632818
2,3,0.300,0.310,10545,-0.638769
2,3,0.300,0.310,10546,-0.625522
2,3,0.300,0.310,10547,-0.622696
2,3,0.300,0.310,10548,-0.628665
2,3,0.300,0.310,10549,-0.618410
2,3,0.300,0.310,10550,-0.614532
2,3,0.300,0.310,10551,-0.618246
2,3,0.300,0.310,10552,-0.612242
2,3,0.300,0.310,10553,-0.611102
2,3,0.300,0.310,10554,-0.611169
2,3,0.300,0.310,10555,-0.607656
2,3,0.300,0.310,10556,-0.612930
2,3,0.300,0.310,10557,-0.610695
2,3,0.300,0.310,10558,-0.605644
2,3,0.300,0.310,10559,-0.616943
2,3,0.300,0.310,10560,-0.618037
2,3,0.300,0.310,10561,-0.609834
2,3,0.300,0.310,10562,-0.621105
2,3,0.300,0.310,10563,-0.628323
2,3,0.300,0.310,10564,-0.622484
2,3,0.300,0.310,10565,-0.629534
2,3,0.300,0.310,10566,-0.637663
2,3,0.300,0.310,10567,-0.639589
2,3,0.300,0.310,10568,-0.646243
2,3,0.300,0.310,10569,-0.649303
2,3,0.300,0.310,10570,-0.656039
2,3,0.300,0.310,10571,-0.667986
2,3,0.300,0.310,10572,-0.666416
2,3,0.300,0.310,10573,-0.670996
2,3,0.300,0.310,10574,-0.687745
2,3,0.300,0.310,10575,-0.686560
2,3,0.300,0.310,10576,-0.685906
2,3,0.300,0.310,10577,-0.700559
2,3,0.300,0.310,10578,-0.702341
2,3,0.300,0.310,10579,-0.700035
2,3,0.300,0.310,10580,-0.706913
2,3,0.300,0.310,10581,-0.707196
2,3,0.300,0.310,10582,-0.707644
2,3,0.300,0.310,10583,-0.709113
2,3,0.300,0.310,10584,-0.702459
2,3,0.300,0.310,10585,-0.704210
2,3,0.300,0.310,10586,-0.705591
2,3,0.300,0.310,10587,-0.692739
2,3,0.300,0.310,10588,-0.692484
2,3,0.300,0.310,10589,-0.695919
2,3,0.300,0.310,10590,-0.681804
2,3,0.300,0.310,10591,-0.678435
2,3,0.300,0.310,10592,-0.682685
2,3,0.300,0.310,10593,-0.672245
2,3,0.300,0.310,10594,-0.668169
2,3,0.300,0.310,10595,-0.670534
2,3,0.300,0.310,10596,-0.664965
2,3,0.300,0.310,10597,-0.664449
2,3,0.300,0.310,10598,-0.663698
2,3,0.300,0.310,10599,-0.660929
2,3,0.300,0.310,10600,-0.667250
2,3,0.300,0.310,10601,-0.665055
2,3,0.300,0.310,10602,-0.661273
2,3,0.300,0.310,10603,-0.673766
2,3,0.300,0.310,10604,-0.675514
2,3,0.300,0.310,10605,-0.669276
2,3,0.300,0.310,10606,-0.681808
2,3,0.300,0.310,10607,-0.689786
2,3,0.300,0.310,10608,-0.686497
2,3,0.300,0.310,10609,-0.694931
2,3,0.300,0.310,10610,-0.703686
2,3,0.300,0.310,10611,-0.707910
2,3,0.300,0.310,10612,-0.715589
2,3,0.300,0.310,10613,-0.719064
2,3,0.300,0.310,10614,-0.727325
2,3,0.300,0.310,10615,-0.739189
2,3,0.300,0.310,10616,-0.737300
2,3,0.300,0.310,10617,-0.742263
2,3,0.300,0.310,10618,-0.757575
2,3,0.300,0.310,10619,-0.755350
2,3,0.300,0.310,10620,-0.754073
2,3,0.300,0.310,10621,-0.765927
2,3,0.300,0.310,10622,-0.765909
2,3,0.300,0.310,10623,-0.762942
2,3,0.300,0.310,10624,-0.767058
2,3,0.300,0.310,10625,-0.765056
2,3,0.300,0.310,10626,-0.764354
2,3,0.300,0.310,10627,-0.763780
2,3,0.300,0.310,10628,-0.755856
2,3,0.300,0.310,10629,-0.756644
2,3,0.300,0.310,10630,-0.756105
2,3,0.300,0.310,10631,-0.742748
2,3,0.300,0.310,10632,-0.742279
2,3,0.300,0.310,10633,-0.744520
2,3,0.300,0.310,10634,-0.730566
2,3,0.300,0.310,10635,-0.727168
2,3,0.300,0.310,10636,-0.730696
2,3,0.300,0.310,10637,-0.721292
2,3,0.300,0.310,10638,-0.717788
2,3,0.300,0.310,10639,-0.719616
2,3,0.300,0.310,10640,-0.715540
2,3,0.300,0.310,10641,-0.716240
2,3,0.300,0.310,10642,-0.715435
2,3,0.300,0.310,10643,-0.714455
2,3,0.300,0.310,10644,-0.722347
2,3,0.300,0.310,10645,-0.720724
2,3,0.300,0.310,10646,-0.718937
2,3,0.300,0.310,10647,-0.732907
2,3,0.300,0.310,10648,-0.735545
2,3,0.300,0.310,10649,-0.731594
2,3,0.300,0.310,10650,-0.745233
2,3,0.300,0.310,10651,-0.753763
2,3,0.300,0.310,10652,-0.752469
2,3,0.300,0.310,10653,-0.761408
2,3,0.300,0.310,10654,-0.770148
2,3,0.300,0.310,10655,-0.775386
2,3,0.300,0.310,10656,-0.782381
2,3,0.300,0.310,10657,-0.784985
2,3,0.300,0.310,10658,-0.793038
2,3,0.300,0.310,10659,-0.803057
2,3,0.300,0.310,10660,-0.799771
2,3,0.300,0.310,10661,-0.803355
2,3,0.300,0.310,10662,-0.815660
2,3,0.300,0.310,10663,-0.812111
2,3,0.300,0.310,10664,-0.809796
2,3,0.300,0.310,10665,-0.818354
2,3,0.300,0.310,10666,-0.816690
2,3,0.300,0.310,10667,-0.813067
2,3,0.300,0.310,10668,-0.814990
2,3,0.300,0.310,10669,-0.811970
2,3,0.300,0.310,10670,-0.810692
2,3,0.300,0.310,10671,-0.808437
2,3,0.300,0.310,10672,-0.800335
2,3,0.300,0.310,10673,-0.801312
2,3,0.300,0.310,10674,-0.799738
2,3,0.300,0.310,10675,-0.786674
