p,q,K,KB,t,r_ens
3,5,12.000,12.010,11568,-0.001455
3,5,12.000,12.010,11569,-0.007505
3,5,12.000,12.010,11570,-0.021360
3,5,12.000,12.010,11571,-0.015384
3,5,12.000,12.010,11572,0.015256
3,5,12.000,12.010,11573,0.004683
3,5,12.000,12.010,11574,-0.032485
3,5,12.000,12.010,11575,0.011518
3,5,12.000,12.010,11576,0.011305
3,5,12.000,12.010,11577,-0.004032
3,5,12.000,12.010,11578,0.001502
3,5,12.000,12.010,11579,0.021873
3,5,12.000,12.010,11580,0.018584
3,5,12.000,12.010,11581,0.017658
3,5,12.000,12.010,11582,-0.013943
3,5,12.000,12.010,11583,0.005167
3,5,12.000,12.010,11584,0.022433
3,5,12.000,12.010,11585,-0.003490
3,5,12.000,12.010,11586,-0.003506
3,5,12.000,12.010,11587,0.004489
3,5,12.000,12.010,11588,0.010669
3,5,12.000,12.010,11589,0.012551
3,5,12.000,12.010,11590,0.017238
3,5,12.000,12.010,11591,0.013765
3,5,12.000,12.010,11592,-0.012081
3,5,12.000,12.010,11593,0.015484
3,5,12.000,12.010,11594,0.008777
3,5,12.000,12.010,11595,-0.012695
3,5,12.000,12.010,11596,-0.019049
3,5,12.000,12.010,11597,-0.017381
3,5,12.000,12.010,11598,0.007170
3,5,12.000,12.010,11599,-0.003636
3,5,12.000,12.010,11600,0.008010
3,5,12.000,12.010,11601,-0.008969
3,5,12.000,12.010,11602,0.001520
3,5,12.000,12.010,11603,0.018179
3,5,12.000,12.010,11604,0.008662
3,5,12.000,12.010,11605,-0.004800
3,5,12.000,12.010,11606,0.009163
3,5,12.000,12.010,11607,0.010364
3,5,12.000,12.010,11608,-0.008356
3,5,12.000,12.010,11609,0.004699
3,5,12.000,12.010,11610,-0.016773
3,5,12.000,12.010,11611,-0.001411
3,5,12.000,12.010,11612,0.033379
3,5,12.000,12.010,11613,-0.021906
3,5,12.000,12.010,11614,-0.007321
3,5,12.000,12.010,11615,-0.005586
3,5,12.000,12.010,11616,0.007400
3,5,12.000,12.010,11617,0.004718
3,5,12.000,12.010,11618,0.004911
3,5,12.000,12.010,11619,0.004971
3,5,12.000,12.010,11620,-0.016249
3,5,12.000,12.010,11621,-0.015322
3,5,12.000,12.010,11622,0.010107
3,5,12.000,12.010,11623,-0.000109
3,5,12.000,12.010,11624,0.015968
3,5,12.000,12.010,11625,-0.021673
3,5,12.000,12.010,11626,-0.003476
3,5,12.000,12.010,11627,-0.004085
3,5,12.000,12.010,11628,-0.028294
3,5,12.000,12.010,11629,-0.018401
3,5,12.000,12.010,11630,-0.008536
3,5,12.000,12.010,11631,-0.010932
3,5,12.000,12.010,11632,-0.012788
3,5,12.000,12.010,11633,-0.011229
3,5,12.000,12.010,11634,0.017325
3,5,12.000,12.010,11635,-0.011362
3,5,12.000,12.010,11636,-0.005554
3,5,12.000,12.010,11637,0.013336
3,5,12.000,12.010,11638,-0.018983
3,5,12.000,12.010,11639,0.029791
3,5,12.000,12.010,11640,0.005368
3,5,12.000,12.010,11641,0.004633
3,5,12.000,12.010,11642,-0.001703
3,5,12.000,12.010,11643,0.022412
3,5,12.000,12.010,11644,-0.004701
3,5,12.000,12.010,11645,0.001884
3,5,12.000,12.010,11646,-0.003735
3,5,12.000,12.010,11647,-0.008249
3,5,12.000,12.010,11648,-0.030600
3,5,12.000,12.010,11649,-0.015257
3,5,12.000,12.010,11650,-0.029003
3,5,12.000,12.010,11651,0.019374
3,5,12.000,12.010,11652,-0.005236
3,5,12.000,12.010,11653,0.011824
3,5,12.000,12.010,11654,0.006575
3,5,12.000,12.010,11655,-0.009718
3,5,12.000,12.010,11656,0.009888
3,5,12.000,12.010,11657,0.018827
3,5,12.000,12.010,11658,0.031386
3,5,12.000,12.010,11659,-0.010625
3,5,12.000,12.010,11660,0.010624
3,5,12.000,12.010,11661,-0.003773
3,5,12.000,12.010,11662,-0.033565
3,5,12.000,12.010,11663,0.010787
3,5,12.000,12.010,11664,-0.006317
3,5,12.000,12.010,11665,-0.027325
3,5,12.000,12.010,11666,-0.001884
3,5,12.000,12.010,11667,-0.026778
3,5,12.000,12.010,11668,0.007833
3,5,12.000,12.010,11669,-0.010796
3,5,12.000,12.010,11670,0.009421
3,5,12.000,12.010,11671,0.023253
3,5,12.000,12.010,11672,-0.000574
3,5,12.000,12.010,11673,-0.005539
3,5,12.000,12.010,11674,-0.018433
3,5,12.000,12.010,11675,-0.008270
3,5,12.000,12.010,11676,-0.004189
3,5,12.000,12.010,11677,-0.017758
3,5,12.000,12.010,11678,0.011283
3,5,12.000,12.010,11679,0.009357
3,5,12.000,12.010,11680,0.004278
3,5,12.000,12.010,11681,0.007567
3,5,12.000,12.010,11682,0.019673
3,5,12.000,12.010,11683,0.031302
3,5,12.000,12.010,11684,-0.008076
3,5,12.000,12.010,11685,0.008859
3,5,12.000,12.010,11686,0.017415
3,5,12.000,12.010,11687,0.004113
3,5,12.000,12.010,11688,-0.000478
3,5,12.000,12.010,11689,-0.001544
3,5,12.000,12.010,11690,-0.016127
3,5,12.000,12.010,11691,0.000377
3,5,12.000,12.010,11692,-0.005498
3,5,12.000,12.010,11693,0.019220
3,5,12.000,12.010,11694,0.003678
3,5,12.000,12.010,11695,-0.017822
3,5,12.000,12.010,11696,0.024333
3,5,12.000,12.010,11697,-0.001588
3,5,12.000,12.010,11698,-0.007780
3,5,12.000,12.010,11699,-0.000768
3,5,12.000,12.010,11700,0.009366
3,5,12.000,12.010,11701,-0.013072
3,5,12.000,12.010,11702,0.002390
3,5,12.000,12.010,11703,-0.008138
3,5,12.000,12.010,11704,0.018135
3,5,12.000,12.010,11705,-0.026963
3,5,12.000,12.010,11706,-0.000324
3,5,12.000,12.010,11707,0.019788
3,5,12.000,12.010,11708,-0.015516
3,5,12.000,12.010,11709,0.003657
3,5,12.000,12.010,11710,-0.007368
3,5,12.000,12.010,11711,-0.018510
3,5,12.000,12.010,11712,0.018443
3,5,12.000,12.010,11713,0.016728
3,5,12.000,12.010,11714,0.004717
3,5,12.000,12.010,11715,0.024701
3,5,12.000,12.010,11716,-0.006134
3,5,12.000,12.010,11717,0.004766
3,5,12.000,12.010,11718,-0.008996
3,5,12.000,12.010,11719,0.014818
3,5,12.000,12.010,11720,-0.020735
3,5,12.000,12.010,11721,-0.015628
3,5,12.000,12.010,11722,-0.024882
3,5,12.000,12.010,11723,-0.014407
3,5,12.000,12.010,11724,0.015932
3,5,12.000,12.010,11725,-0.014910
3,5,12.000,12.010,11726,-0.000580
3,5,12.000,12.010,11727,-0.011198
3,5,12.000,12.010,11728,-0.010343
3,5,12.000,12.010,11729,0.000446
3,5,12.000,12.010,11730,0.010615
3,5,12.000,12.010,11731,0.002462
3,5,12.000,12.010,11732,0.033468
3,5,12.000,12.010,11733,0.003957
3,5,12.000,12.010,11734,0.012647
3,5,12.000,12.010,11735,0.020944
3,5,12.000,12.010,11736,0.016892
3,5,12.000,12.010,11737,-0.008084
3,5,12.000,12.010,11738,0.013145
3,5,12.000,12.010,11739,-0.006105
3,5,12.000,12.010,11740,0.012160
3,5,12.000,12.010,11741,0.000003
3,5,12.000,12.010,11742,-0.027166
3,5,12.000,12.010,11743,0.020417
3,5,12.000,12.010,11744,-0.022105
3,5,12.000,12.010,11745,-0.000454
3,5,12.000,12.010,11746,-0.024740
3,5,12.000,12.010,11747,0.001296
3,5,12.000,12.010,11748,-0.006525
3,5,12.000,12.010,11749,-0.009907
3,5,12.000,12.010,11750,-0.030350
3,5,12.000,12.010,11751,0.002064
3,5,12.000,12.010,11752,-0.033460
3,5,12.000,12.010,11753,0.028304
3,5,12.000,12.010,11754,-0.031655
3,5,12.000,12.010,11755,-0.010953
3,5,12.000,12.010,11756,0.005079
3,5,12.000,12.010,11757,0.001475
3,5,12.000,12.010,11758,0.006836
3,5,12.000,12.010,11759,-0.014228
3,5,12.000,12.010,11760,0.022609
3,5,12.000,12.010,11761,-0.002538
3,5,12.000,12.010,11762,0.017175
3,5,12.000,12.010,11763,0.000624
3,5,12.000,12.010,11764,0.014766
3,5,12.000,12.010,11765,-0.007483
3,5,12.000,12.010,11766,0.020528
3,5,12.000,12.010,11767,0.030367
3,5,12.000,12.010,11768,0.001737
3,5,12.000,12.010,11769,-0.002665
3,5,12.000,12.010,11770,0.047699
3,5,12.000,12.010,11771,0.006288
3,5,12.000,12.010,11772,0.008290
3,5,12.000,12.010,11773,0.024433
3,5,12.000,12.010,11774,-0.003743
3,5,12.000,12.010,11775,-0.000131
3,5,12.000,12.010,11776,-0.008938
3,5,12.000,12.010,11777,-0.004485
3,5,12.000,12.010,11778,0.035234
3,5,12.000,12.010,11779,-0.009582
3,5,12.000,12.010,11780,0.001019
3,5,12.000,12.010,11781,0.004799
3,5,12.000,12.010,11782,-0.012028
3,5,12.000,12.010,11783,-0.005890
3,5,12.000,12.010,11784,-0.027017
3,5,12.000,12.010,11785,0.033644
3,5,12.000,12.010,11786,-0.011847
3,5,12.000,12.010,11787,0.027850
3,5,12.000,12.010,11788,0.009790
3,5,12.000,12.010,11789,0.005542
3,5,12.000,12.010,11790,0.007846
3,5,12.000,12.010,11791,0.029509
3,5,12.000,12.010,11792,-0.029076
3,5,12.000,12.010,11793,0.000637
3,5,12.000,12.010,11794,0.004786
3,5,12.000,12.010,11795,0.007125
3,5,12.000,12.010,11796,-0.002997
3,5,12.000,12.010,11797,-0.004012
3,5,12.000,12.010,11798,0.010189
3,5,12.000,12.010,11799,-0.034296
3,5,12.000,12.010,11800,0.020314
3,5,12.000,12.010,11801,0.005998
3,5,12.000,12.010,11802,0.043015
3,5,12.000,12.010,11803,0.011615
3,5,12.000,12.010,11804,0.003942
3,5,12.000,12.010,11805,-0.000546
3,5,12.000,12.010,11806,0.009818
3,5,12.000,12.010,11807,0.000562
3,5,12.000,12.010,11808,-0.018460
3,5,12.000,12.010,11809,0.017324
3,5,12.000,12.010,11810,-0.011520
3,5,12.000,12.010,11811,0.012300
3,5,12.000,12.010,11812,-0.020307
3,5,12.000,12.010,11813,-0.000002
3,5,12.000,12.010,11814,0.003869
3,5,12.000,12.010,11815,-0.019440
3,5,12.000,12.010,11816,-0.000974
3,5,12.000,12.010,11817,0.003526
3,5,12.000,12.010,11818,-0.002733
3,5,12.000,12.010,11819,-0.003321
3,5,12.000,12.010,11820,-0.001549
3,5,12.000,12.010,11821,-0.009962
3,5,12.000,12.010,11822,-0.010806
3,5,12.000,12.010,11823,-0.023832
3,5,12.000,12.010,11824,0.007972
3,5,12.000,12.010,11825,-0.009120
3,5,12.000,12.010,11826,-0.008249
3,5,12.000,12.010,11827,-0.021702
3,5,12.000,12.010,11828,-0.014362
3,5,12.000,12.010,11829,0.013592
3,5,12.000,12.010,11830,0.020941
3,5,12.000,12.010,11831,0.000934
3,5,12.000,12.010,11832,-0.016664
3,5,12.000,12.010,11833,0.005971
3,5,12.000,12.010,11834,-0.021781
3,5,12.000,12.010,11835,-0.017393
3,5,12.000,12.010,11836,-0.005396
3,5,12.000,12.010,11837,0.038806
3,5,12.000,12.010,11838,0.013622
3,5,12.000,12.010,11839,0.014757
3,5,12.000,12.010,11840,0.008308
3,5,12.000,12.010,11841,-0.010481
3,5,12.000,12.010,11842,0.002024
3,5,12.000,12.010,11843,-0.000845
3,5,12.000,12.010,11844,-0.003099
3,5,12.000,12.010,11845,-0.002932
3,5,12.000,12.010,11846,-0.011391
3,5,12.000,12.010,11847,0.005324
3,5,12.000,12.010,11848,0.022144
3,5,12.000,12.010,11849,-0.013804
3,5,12.000,12.010,11850,0.013198
3,5,12.000,12.010,11851,0.004033
3,5,12.000,12.010,11852,0.019303
3,5,12.000,12.010,11853,0.018880
3,5,12.000,12.010,11854,-0.001888
3,5,12.000,12.010,11855,-0.011483
3,5,12.000,12.010,11856,-0.004384
3,5,12.000,12.010,11857,-0.007886
3,5,12.000,12.010,11858,-0.003104
3,5,12.000,12.010,11859,0.004835
3,5,12.000,12.010,11860,0.027838
3,5,12.000,12.010,11861,-0.027842
3,5,12.000,12.010,11862,-0.022024
3,5,12.000,12.010,11863,0.026409
3,5,12.000,12.010,11864,-0.014319
3,5,12.000,12.010,11865,0.030505
3,5,12.000,12.010,11866,0.009611
3,5,12.000,12.010,11867,0.015742
3,5,12.000,12.010,11868,0.025583
3,5,12.000,12.010,11869,-0.029453
3,5,12.000,12.010,11870,0.010192
3,5,12.000,12.010,11871,-0.015889
3,5,12.000,12.010,11872,-0.000883
3,5,12.000,12.010,11873,-0.024870
3,5,12.000,12.010,11874,0.002776
3,5,12.000,12.010,11875,0.023600
3,5,12.000,12.010,11876,-0.002273
3,5,12.000,12.010,11877,-0.010854
3,5,12.000,12.010,11878,0.030493
3,5,12.000,12.010,11879,0.014511
3,5,12.000,12.010,11880,0.002815
3,5,12.000,12.010,11881,0.011756
3,5,12.000,12.010,11882,-0.015863
3,5,12.000,12.010,11883,-0.011203
3,5,12.000,12.010,11884,0.011387
3,5,12.000,12.010,11885,-0.002516
3,5,12.000,12.010,11886,-0.012500
3,5,12.000,12.010,11887,-0.003098
3,5,12.000,12.010,11888,-0.006945
3,5,12.000,12.010,11889,0.007057
3,5,12.000,12.010,11890,0.026340
3,5,12.000,12.010,11891,-0.005742
3,5,12.000,12.010,11892,-0.003147
3,5,12.000,12.010,11893,-0.022579
3,5,12.000,12.010,11894,-0.008373
3,5,12.000,12.010,11895,-0.014862
3,5,12.000,12.010,11896,-0.024260
3,5,12.000,12.010,11897,0.017711
3,5,12.000,12.010,11898,0.002158
3,5,12.000,12.010,11899,-0.005707
3,5,12.000,12.010,11900,-0.006523
3,5,12.000,12.010,11901,0.009479
3,5,12.000,12.010,11902,0.003478
3,5,12.000,12.010,11903,0.022815
3,5,12.000,12.010,11904,-0.013426
3,5,12.000,12.010,11905,0.013057
3,5,12.000,12.010,11906,-0.016118
3,5,12.000,12.010,11907,-0.012597
3,5,12.000,12.010,11908,0.023696
3,5,12.000,12.010,11909,-0.020093
3,5,12.000,12.010,11910,0.001591
3,5,12.000,12.010,11911,0.002268
3,5,12.000,12.010,11912,0.001219
3,5,12.000,12.010,11913,-0.000892
3,5,12.000,12.010,11914,0.003568
3,5,12.000,12.010,11915,-0.002645
3,5,12.000,12.010,11916,-0.003426
3,5,12.000,12.010,11917,-0.004310
3,5,12.000,12.010,11918,0.021458
3,5,12.000,12.010,11919,-0.011836
3,5,12.000,12.010,11920,-0.016401
3,5,12.000,12.010,11921,0.020929
3,5,12.000,12.010,11922,0.002165
3,5,12.000,12.010,11923,-0.024083
3,5,12.000,12.010,11924,-0.021724
3,5,12.000,12.010,11925,0.014252
3,5,12.000,12.010,11926,0.006002
3,5,12.000,12.010,11927,0.031390
3,5,12.000,12.010,11928,-0.021923
3,5,12.000,12.010,11929,-0.021417
3,5,12.000,12.010,11930,0.026889
3,5,12.000,12.010,11931,-0.011277
3,5,12.000,12.010,11932,0.002985
3,5,12.000,12.010,11933,0.002123
3,5,12.000,12.010,11934,-0.009090
3,5,12.000,12.010,11935,-0.019438
3,5,12.000,12.010,11936,0.003977
3,5,12.000,12.010,11937,0.019081
3,5,12.000,12.010,11938,0.001143
3,5,12.000,12.010,11939,-0.026283
3,5,12.000,12.010,11940,-0.021834
3,5,12.000,12.010,11941,0.005999
3,5,12.000,12.010,11942,-0.013911
3,5,12.000,12.010,11943,0.001891
3,5,12.000,12.010,11944,-0.017065
3,5,12.000,12.010,11945,0.006599
3,5,12.000,12.010,11946,-0.002238
3,5,12.000,12.010,11947,-0.010982
3,5,12.000,12.010,11948,0.041918
3,5,12.000,12.010,11949,0.005732
3,5,12.000,12.010,11950,0.007183
3,5,12.000,12.010,11951,0.002393
3,5,12.000,12.010,11952,-0.021033
3,5,12.000,12.010,11953,0.011927
3,5,12.000,12.010,11954,-0.004231
3,5,12.000,12.010,11955,-0.009269
3,5,12.000,12.010,11956,-0.015073
3,5,12.000,12.010,11957,0.000459
3,5,12.000,12.010,11958,-0.008703
3,5,12.000,12.010,11959,0.007761
3,5,12.000,12.010,11960,0.019123
3,5,12.000,12.010,11961,-0.003771
3,5,12.000,12.010,11962,-0.015886
3,5,12.000,12.010,11963,-0.014955
3,5,12.000,12.010,11964,0.004246
3,5,12.000,12.010,11965,0.014086
3,5,12.000,12.010,11966,-0.007154
3,5,12.000,12.010,11967,-0.013205
3,5,12.000,12.010,11968,-0.020657
3,5,12.000,12.010,11969,-0.002628
3,5,12.000,12.010,11970,-0.025431
3,5,12.000,12.010,11971,-0.006955
3,5,12.000,12.010,11972,-0.002620
3,5,12.000,12.010,11973,-0.019194
3,5,12.000,12.010,11974,-0.015805
3,5,12.000,12.010,11975,-0.006363
3,5,12.000,12.010,11976,-0.038173
3,5,12.000,12.010,11977,-0.017402
3,5,12.000,12.010,11978,-0.003283
3,5,12.000,12.010,11979,0.012850
3,5,12.000,12.010,11980,0.001361
3,5,12.000,12.010,11981,-0.007364
3,5,12.000,12.010,11982,0.001226
3,5,12.000,12.010,11983,0.008699
3,5,12.000,12.010,11984,-0.012736
3,5,12.000,12.010,11985,0.017898
3,5,12.000,12.010,11986,-0.014193
3,5,12.000,12.010,11987,0.005738
3,5,12.000,12.010,11988,-0.019421
3,5,12.000,12.010,11989,-0.004635
3,5,12.000,12.010,11990,0.000835
3,5,12.000,12.010,11991,-0.009153
3,5,12.000,12.010,11992,-0.047711
3,5,12.000,12.010,11993,0.007161
3,5,12.000,12.010,11994,-0.015524
3,5,12.000,12.010,11995,0.011307
3,5,12.000,12.010,11996,0.002469
3,5,12.000,12.010,11997,0.002337
3,5,12.000,12.010,11998,0.005392
3,5,12.000,12.010,11999,-0.011770
3,5,12.000,12.010,12000,0.018951
3,5,12.000,12.010,12001,-0.011077
3,5,12.000,12.010,12002,0.001645
3,5,12.000,12.010,12003,-0.004163
3,5,12.000,12.010,12004,-0.000854
3,5,12.000,12.010,12005,-0.008277
3,5,12.000,12.010,12006,-0.001231
3,5,12.000,12.010,12007,0.010515
3,5,12.000,12.010,12008,-0.008488
3,5,12.000,12.010,12009,0.021260
3,5,12.000,12.010,12010,-0.021439
3,5,12.000,12.010,12011,0.000989
3,5,12.000,12.010,12012,-0.001056
3,5,12.000,12.010,12013,0.014289
3,5,12.000,12.010,12014,-0.003152
3,5,12.000,12.010,12015,0.002626
3,5,12.000,12.010,12016,0.006283
3,5,12.000,12.010,12017,0.023323
3,5,12.000,12.010,12018,0.001857
3,5,12.000,12.010,12019,-0.030138
3,5,12.000,12.010,12020,-0.012848
3,5,12.000,12.010,12021,0.006476
3,5,12.000,12.010,12022,0.002051
3,5,12.000,12.010,12023,-0.019521
3,5,12.000,12.010,12024,-0.003717
3,5,12.000,12.010,12025,-0.011545
3,5,12.000,12.010,12026,-0.026572
3,5,12.000,12.010,12027,0.014427
3,5,12.000,12.010,12028,0.010731
3,5,12.000,12.010,12029,0.039110
3,5,12.000,12.010,12030,0.001433
3,5,12.000,12.010,12031,-0.008640
3,5,12.000,12.010,12032,-0.016678
3,5,12.000,12.010,12033,-0.013839
3,5,12.000,12.010,12034,0.001655
3,5,12.000,12.010,12035,-0.002770
3,5,12.000,12.010,12036,0.011009
3,5,12.000,12.010,12037,0.006517
3,5,12.000,12.010,12038,-0.016386
3,5,12.000,12.010,12039,-0.005218
3,5,12.000,12.010,12040,-0.008302
3,5,12.000,12.010,12041,-0.028346
3,5,12.000,12.010,12042,0.036049
3,5,12.000,12.010,12043,-0.009842
3,5,12.000,12.010,12044,-0.001187
3,5,12.000,12.010,12045,-0.005500
3,5,12.000,12.010,12046,-0.011319
3,5,12.000,12.010,12047,-0.008201
3,5,12.000,12.010,12048,-0.001108
3,5,12.000,12.010,12049,0.007964
3,5,12.000,12.010,12050,0.016467
3,5,12.000,12.010,12051,-0.016692
3,5,12.000,12.010,12052,0.008033
3,5,12.000,12.010,12053,-0.011767
3,5,12.000,12.010,12054,0.027646
3,5,12.000,12.010,12055,-0.003431
3,5,12.000,12.010,12056,0.006817
3,5,12.000,12.010,12057,-0.018615
3,5,12.000,12.010,12058,0.007798
3,5,12.000,12.010,12059,0.030111
3,5,12.000,12.010,12060,0.016096
3,5,12.000,12.010,12061,0.026212
3,5,12.000,12.010,12062,-0.007274
3,5,12.000,12.010,12063,-0.006255
3,5,12.000,12.010,12064,-0.026285
3,5,12.000,12.010,12065,-0.005753
3,5,12.000,12.010,12066,-0.000294
3,5,12.000,12.010,12067,-0.007524
3,5,12.000,12.010,12068,0.001732
3,5,12.000,12.010,12069,0.001251
3,5,12.000,12.010,12070,0.001665
3,5,12.000,12.010,12071,-0.014924
3,5,12.000,12.010,12072,0.025783
3,5,12.000,12.010,12073,-0.026212
3,5,12.000,12.010,12074,-0.011852
3,5,12.000,12.010,12075,-0.019088
3,5,12.000,12.010,12076,-0.003358
3,5,12.000,12.010,12077,0.005941
3,5,12.000,12.010,12078,-0.011842
3,5,12.000,12.010,12079,0.016476
3,5,12.000,12.010,12080,-0.002552
3,5,12.000,12.010,12081,0.000725
3,5,12.000,12.010,12082,-0.015525
3,5,12.000,12.010,12083,0.000189
3,5,12.000,12.010,12084,0.018660
3,5,12.000,12.010,12085,-0.019601
3,5,12.000,12.010,12086,0.003090
3,5,12.000,12.010,12087,0.002525
3,5,12.000,12.010,12088,0.000512
3,5,12.000,12.010,12089,-0.007134
3,5,12.000,12.010,12090,0.008004
3,5,12.000,12.010,12091,0.007310
3,5,12.000,12.010,12092,-0.020057
3,5,12.000,12.010,12093,-0.007181
3,5,12.000,12.010,12094,-0.013820
3,5,12.000,12.010,12095,0.001899
3,5,12.000,12.010,12096,0.041438
3,5,12.000,12.010,12097,-0.005505
3,5,12.000,12.010,12098,0.002360
3,5,12.000,12.010,12099,-0.009014
3,5,12.000,12.010,12100,0.003811
3,5,12.000,12.010,12101,0.024979
3,5,12.000,12.010,12102,0.006795
3,5,12.000,12.010,12103,0.006775
3,5,12.000,12.010,12104,-0.005541
3,5,12.000,12.010,12105,0.038638
3,5,12.000,12.010,12106,-0.003146
3,5,12.000,12.010,12107,0.015878
3,5,12.000,12.010,12108,-0.015693
3,5,12.000,12.010,12109,-0.001429
3,5,12.000,12.010,12110,0.004954
3,5,12.000,12.010,12111,0.005749
3,5,12.000,12.010,12112,-0.006993
3,5,12.000,12.010,12113,0.015369
3,5,12.000,12.010,12114,-0.021009
3,5,12.000,12.010,12115,0.021475
3,5,12.000,12.010,12116,0.004645
3,5,12.000,12.010,12117,0.016871
3,5,12.000,12.010,12118,0.007601
3,5,12.000,12.010,12119,-0.005232
3,5,12.000,12.010,12120,-0.000126
3,5,12.000,12.010,12121,-0.008705
3,5,12.000,12.010,12122,-0.000915
3,5,12.000,12.010,12123,0.005605
3,5,12.000,12.010,12124,0.005840
3,5,12.000,12.010,12125,-0.020999
3,5,12.000,12.010,12126,0.018102
3,5,12.000,12.010,12127,-0.012088
3,5,12.000,12.010,12128,-0.002225
3,5,12.000,12.010,12129,0.032222
3,5,12.000,12.010,12130,0.002584
3,5,12.000,12.010,12131,0.005963
3,5,12.000,12.010,12132,0.011776
3,5,12.000,12.010,12133,0.007735
3,5,12.000,12.010,12134,0.033188
3,5,12.000,12.010,12135,0.005247
3,5,12.000,12.010,12136,-0.005574
3,5,12.000,12.010,12137,-0.016989
3,5,12.000,12.010,12138,0.006147
3,5,12.000,12.010,12139,0.029209
3,5,12.000,12.010,12140,0.012677
3,5,12.000,12.010,12141,-0.005402
3,5,12.000,12.010,12142,-0.015238
3,5,12.000,12.010,12143,-0.015510
3,5,12.000,12.010,12144,0.027953
3,5,12.000,12.010,12145,-0.005158
3,5,12.000,12.010,12146,-0.011088
3,5,12.000,12.010,12147,-0.009329
3,5,12.000,12.010,12148,-0.007839
3,5,12.000,12.010,12149,0.004794
3,5,12.000,12.010,12150,0.036416
3,5,12.000,12.010,12151,0.030462
3,5,12.000,12.010,12152,-0.009384
3,5,12.000,12.010,12153,-0.006428
3,5,12.000,12.010,12154,0.012181
3,5,12.000,12.010,12155,0.009888
3,5,12.000,12.010,12156,0.018771
3,5,12.000,12.010,12157,-0.007396
3,5,12.000,12.010,12158,-0.009685
3,5,12.000,12.010,12159,-0.007257
3,5,12.000,12.010,12160,-0.040747
3,5,12.000,12.010,12161,0.008805
3,5,12.000,12.010,12162,-0.004321
3,5,12.000,12.010,12163,-0.015646
3,5,12.000,12.010,12164,-0.009455
3,5,12.000,12.010,12165,-0.017563
3,5,12.000,12.010,12166,-0.008043
3,5,12.000,12.010,12167,-0.002200
3,5,12.000,12.010,12168,-0.011841
3,5,12.000,12.010,12169,0.018895
3,5,12.000,12.010,12170,0.018624
3,5,12.000,12.010,12171,-0.011020
3,5,12.000,12.010,12172,0.016919
3,5,12.000,12.010,12173,-0.017420
3,5,12.000,12.010,12174,0.001228
3,5,12.000,12.010,12175,0.000210
3,5,12.000,12.010,12176,-0.016754
3,5,12.000,12.010,12177,0.010942
3,5,12.000,12.010,12178,-0.016976
3,5,12.000,12.010,12179,-0.024317
3,5,12.000,12.010,12180,0.000556
3,5,12.000,12.010,12181,-0.035771
3,5,12.000,12.010,12182,0.001328
3,5,12.000,12.010,12183,0.010803
3,5,12.000,12.010,12184,-0.000580
3,5,12.000,12.010,12185,-0.014152
3,5,12.000,12.010,12186,-0.019661
3,5,12.000,12.010,12187,-0.010929
3,5,12.000,12.010,12188,0.018606
3,5,12.000,12.010,12189,0.021264
3,5,12.000,12.010,12190,0.009943
3,5,12.000,12.010,12191,-0.001880
3,5,12.000,12.010,12192,-0.001580
3,5,12.000,12.010,12193,-0.001674
3,5,12.000,12.010,12194,0.018813
3,5,12.000,12.010,12195,-0.013393
3,5,12.000,12.010,12196,-0.021054
3,5,12.000,12.010,12197,0.006956
3,5,12.000,12.010,12198,-0.001290
3,5,12.000,12.010,12199,0.002890
3,5,12.000,12.010,12200,-0.013559
3,5,12.000,12.010,12201,0.007681
3,5,12.000,12.010,12202,0.016560
3,5,12.000,12.010,12203,-0.013447
3,5,12.000,12.010,12204,0.011151
3,5,12.000,12.010,12205,-0.010659
3,5,12.000,12.010,12206,0.011911
3,5,12.000,12.010,12207,0.019446
3,5,12.000,12.010,12208,-0.025744
3,5,12.000,12.010,12209,0.005748
3,5,12.000,12.010,12210,-0.013350
3,5,12.000,12.010,12211,-0.013238
3,5,12.000,12.010,12212,-0.007341
3,5,12.000,12.010,12213,-0.023133
3,5,12.000,12.010,12214,0.001071
3,5,12.000,12.010,12215,-0.010160
3,5,12.000,12.010,12216,0.010472
3,5,12.000,12.010,12217,0.017097
3,5,12.000,12.010,12218,0.013542
3,5,12.000,12.010,12219,-0.005648
3,5,12.000,12.010,12220,0.019347
3,5,12.000,12.010,12221,0.017264
3,5,12.000,12.010,12222,-0.003990
3,5,12.000,12.010,12223,-0.006326
3,5,12.000,12.010,12224,-0.013509
3,5,12.000,12.010,12225,-0.023249
3,5,12.000,12.010,12226,0.009607
3,5,12.000,12.010,12227,-0.027004
3,5,12.000,12.010,12228,-0.004999
3,5,12.000,12.010,12229,-0.015519
3,5,12.000,12.010,12230,-0.006145
3,5,12.000,12.010,12231,-0.016896
3,5,12.000,12.010,12232,0.017983
3,5,12.000,12.010,12233,-0.009477
3,5,12.000,12.010,12234,-0.005287
3,5,12.000,12.010,12235,0.015879
3,5,12.000,12.010,12236,0.000029
3,5,12.000,12.010,12237,0.039037
3,5,12.000,12.010,12238,-0.027162
3,5,12.000,12.010,12239,0.006238
3,5,12.000,12.010,12240,0.005574
3,5,12.000,12.010,12241,-0.015904
3,5,12.000,12.010,12242,-0.000484
3,5,12.000,12.010,12243,0.010817
3,5,12.000,12.010,12244,0.010775
3,5,12.000,12.010,12245,0.024885
3,5,12.000,12.010,12246,0.026414
3,5,12.000,12.010,12247,-0.015812
3,5,12.000,12.010,12248,0.005234
