mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
omega,gs,3,5,20,1.000e-12,1,-27.631750,0.000000,1.000000,1.000000,1.000000
omega,gs,3,5,20,1.000e-12,2,-20.811573,0.000000,1.000000,1.000000,1.000000
omega,gs,3,5,20,1.000e-12,3,-14.016042,0.000000,1.000000,1.000000,1.000000
omega,gs,3,5,20,1.000e-12,4,-7.221812,0.000000,1.000000,0.999983,1.000000
omega,gs,3,5,20,1.000e-12,5,-0.984370,0.412842,0.972139,0.419469,0.970944
omega,gs,3,5,20,1.000e-12,6,0.670571,0.883179,0.108747,0.031327,0.110273
omega,gs,3,5,20,1.000e-12,7,0.769583,0.917664,0.006491,0.001333,0.007892
omega,gs,3,5,20,1.000e-12,8,0.775309,0.919495,-0.003502,0.008160,0.000687
omega,gs,3,5,20,1.000e-12,9,0.785852,0.924072,-0.008883,-0.014755,-0.002425
omega,gs,3,5,20,1.000e-12,10,0.782134,0.920532,-0.013184,0.001462,-0.004642
omega,gs,3,5,20,1.000e-12,11,0.782983,0.921631,-0.007445,-0.016878,0.000572
omega,gs,3,5,20,1.000e-12,12,0.779550,0.921448,0.001521,0.000175,-0.007733
omega,gs,3,5,20,1.000e-12,13,0.774038,0.917969,0.001023,-0.006996,0.004362
omega,gs,3,5,20,1.000e-12,14,0.771376,0.919678,0.025477,0.004998,0.005912
omega,gs,3,5,20,1.000e-12,15,0.769270,0.918335,0.011639,0.017508,-0.002068
omega,gs,3,5,20,1.000e-12,16,0.774691,0.918823,-0.010803,0.014436,-0.007202
omega,gs,3,5,20,1.000e-12,17,0.774506,0.918823,-0.002742,0.000618,0.004003
omega,gs,3,5,20,1.000e-12,18,0.781103,0.923340,-0.007833,-0.007801,-0.004297
omega,gs,3,5,20,1.000e-12,19,0.784763,0.925049,-0.011278,0.001957,-0.008496
omega,gs,3,5,20,1.000e-12,20,0.778841,0.917969,-0.010836,-0.015023,-0.000360
omega,gs,3,5,20,1.000e-12,21,0.778845,0.921997,-0.003486,-0.004221,0.000436
omega,gs,3,5,20,1.000e-12,22,0.780062,0.921143,-0.005043,-0.002509,-0.000602
omega,gs,3,5,20,1.000e-12,23,0.779705,0.920715,0.004577,0.002499,-0.020133
omega,gs,3,5,20,1.000e-12,24,0.773430,0.921509,0.016477,0.004977,0.002994
omega,gs,3,5,20,1.000e-12,25,0.779252,0.923035,0.005638,-0.010130,-0.007465
omega,gs,3,5,20,1.000e-12,26,0.782010,0.924561,-0.001859,-0.004366,-0.011923
omega,gs,3,5,20,1.000e-12,27,0.781368,0.922913,-0.002715,0.010922,-0.010119
omega,gs,3,5,20,1.000e-12,28,0.777366,0.920349,-0.004513,0.001474,-0.005421
omega,gs,3,5,20,1.000e-12,29,0.778028,0.920349,0.006371,-0.002380,-0.004266
omega,gs,3,5,20,1.000e-12,30,0.768307,0.917603,0.017815,0.011568,0.013648
omega,gs,3,5,20,1.000e-12,31,0.774332,0.918884,0.008072,0.002315,0.006076
omega,gs,3,5,20,1.000e-12,32,0.778681,0.919312,-0.007866,0.009935,-0.007393
omega,gs,3,5,20,1.000e-12,33,0.772363,0.918762,0.000723,0.000941,0.013711
omega,gs,3,5,20,1.000e-12,34,0.775506,0.919312,-0.006976,0.011530,-0.001668
omega,gs,3,5,20,1.000e-12,35,0.774667,0.920349,-0.001258,-0.006559,0.014242
omega,gs,3,5,20,1.000e-12,36,0.774495,0.921570,-0.003706,0.012413,0.007569
omega,gs,3,5,20,1.000e-12,37,0.782434,0.921265,-0.022076,0.005357,0.001378
omega,gs,3,5,20,1.000e-12,38,0.780152,0.920654,-0.011725,-0.011976,0.001573
omega,gs,3,5,20,1.000e-12,39,0.774895,0.919189,0.000158,0.003944,0.007143
omega,gs,3,5,20,1.000e-12,40,0.771842,0.917542,-0.000025,-0.007080,0.004926
omega,gs,3,5,20,1.000e-12,41,0.778150,0.922058,-0.003798,0.011193,-0.009157
omega,gs,3,5,20,1.000e-12,42,0.779675,0.922424,0.006067,0.002463,-0.015358
omega,gs,3,5,20,1.000e-12,43,0.778505,0.920776,-0.001934,-0.003423,-0.009402
omega,gs,3,5,20,1.000e-12,44,0.778826,0.920959,-0.008280,0.011758,-0.000889
omega,gs,3,5,20,1.000e-12,45,0.777393,0.920715,0.002907,0.006481,0.005351
omega,gs,3,5,20,1.000e-12,46,0.783937,0.922119,0.001125,-0.007162,-0.010444
omega,gs,3,5,20,1.000e-12,47,0.777183,0.918152,-0.007468,-0.005882,0.004684
omega,gs,3,5,20,1.000e-12,48,0.774245,0.920166,-0.004610,-0.002204,0.005979
omega,gs,3,5,20,1.000e-12,49,0.774803,0.918457,0.011085,-0.004547,-0.004002
omega,gs,3,5,20,1.000e-12,50,0.782813,0.924194,0.006950,-0.004721,-0.005649
omega,gs,3,5,20,1.000e-12,51,0.775783,0.918640,-0.001798,-0.008410,-0.005975
omega,gs,3,5,20,1.000e-12,52,0.772486,0.919006,-0.002344,-0.001196,0.011889
omega,gs,3,5,20,1.000e-12,53,0.779843,0.919250,0.005638,-0.004204,-0.012332
omega,gs,3,5,20,1.000e-12,54,0.776239,0.921814,-0.005531,0.012994,-0.006781
omega,gs,3,5,20,1.000e-12,55,0.772562,0.918518,0.001315,0.000711,0.007901
omega,gs,3,5,20,1.000e-12,56,0.780971,0.921692,-0.004707,-0.001755,-0.001864
omega,gs,3,5,20,1.000e-12,57,0.777123,0.923218,-0.006722,0.007259,0.000280
omega,gs,3,5,20,1.000e-12,58,0.780268,0.919739,-0.014221,0.000190,-0.011206
omega,gs,3,5,20,1.000e-12,59,0.776996,0.920715,-0.005814,-0.000556,-0.005446
omega,gs,3,5,20,1.000e-12,60,0.774378,0.918518,-0.004223,0.004323,0.000628
omega,gs,3,5,20,1.000e-12,61,0.776112,0.919128,-0.001260,-0.004093,0.008945
omega,gs,3,5,20,1.000e-12,62,0.770193,0.917542,0.008975,0.014103,-0.005107
omega,gs,3,5,20,1.000e-12,63,0.780990,0.921753,0.000381,-0.005901,-0.005627
omega,gs,3,5,20,1.000e-12,64,0.778371,0.920532,-0.009108,0.001575,-0.009162
omega,gs,3,5,20,1.000e-12,65,0.785315,0.922180,-0.011690,-0.017123,0.006399
omega,gs,3,5,20,1.000e-12,66,0.776915,0.920471,-0.003875,0.014302,0.000198
omega,gs,3,5,20,1.000e-12,67,0.776220,0.919861,-0.000647,0.002391,0.001868
omega,gs,3,5,20,1.000e-12,68,0.768710,0.916016,0.013106,0.018081,-0.003410
omega,gs,3,5,20,1.000e-12,69,0.771235,0.916260,0.005069,-0.004848,0.004145
omega,gs,3,5,20,1.000e-12,70,0.779625,0.921265,0.010413,-0.010431,-0.010090
omega,gs,3,5,20,1.000e-12,71,0.780562,0.924988,-0.004979,-0.016172,0.005401
omega,gs,3,5,20,1.000e-12,72,0.778561,0.922729,-0.004075,0.000465,0.006391
omega,gs,3,5,20,1.000e-12,73,0.775742,0.918701,-0.003007,-0.010711,-0.003873
omega,gs,3,5,20,1.000e-12,74,0.774351,0.921387,0.010329,0.007369,-0.009547
omega,gs,3,5,20,1.000e-12,75,0.777892,0.922791,-0.003912,0.000199,0.003363
omega,gs,3,5,20,1.000e-12,76,0.779033,0.923035,-0.002713,0.001349,-0.006803
omega,gs,3,5,20,1.000e-12,77,0.770036,0.920410,0.007254,0.009415,-0.004442
omega,gs,3,5,20,1.000e-12,78,0.772738,0.917908,0.005753,-0.003929,0.003819
omega,gs,3,5,20,1.000e-12,79,0.782076,0.922974,-0.012155,-0.005137,-0.006231
omega,gs,3,5,20,1.000e-12,80,0.776243,0.919189,0.004729,-0.001281,-0.005048
omega,gs,3,5,20,1.000e-10,1,-23.025859,0.000000,1.000000,1.000000,1.000000
omega,gs,3,5,20,1.000e-10,2,-16.205696,0.000000,1.000000,1.000000,1.000000
omega,gs,3,5,20,1.000e-10,3,-9.410182,0.000000,1.000000,1.000000,1.000000
omega,gs,3,5,20,1.000e-10,4,-2.617308,0.084717,0.999905,0.874237,0.999908
omega,gs,3,5,20,1.000e-10,5,0.541142,0.842041,0.237472,0.065510,0.240308
omega,gs,3,5,20,1.000e-10,6,0.770463,0.919617,0.007698,0.001061,0.019506
omega,gs,3,5,20,1.000e-10,7,0.773345,0.918091,0.003970,-0.007453,0.000191
omega,gs,3,5,20,1.000e-10,8,0.775941,0.922607,-0.012049,0.013354,0.006859
omega,gs,3,5,20,1.000e-10,9,0.780279,0.922424,0.001256,-0.005194,-0.000106
omega,gs,3,5,20,1.000e-10,10,0.776319,0.919617,-0.008692,-0.002180,0.008206
omega,gs,3,5,20,1.000e-10,11,0.779068,0.921265,0.003204,0.004379,-0.002158
omega,gs,3,5,20,1.000e-10,12,0.779445,0.922729,-0.006516,-0.002668,-0.003050
omega,gs,3,5,20,1.000e-10,13,0.780778,0.921692,-0.008339,-0.003934,0.003614
omega,gs,3,5,20,1.000e-10,14,0.775102,0.921265,0.000105,0.014446,-0.005447
omega,gs,3,5,20,1.000e-10,15,0.777479,0.921692,-0.010592,0.019123,0.002780
omega,gs,3,5,20,1.000e-10,16,0.773807,0.919434,-0.000823,0.002925,0.017824
omega,gs,3,5,20,1.000e-10,17,0.770356,0.918396,0.005511,-0.005220,0.016064
omega,gs,3,5,20,1.000e-10,18,0.770249,0.917664,0.007074,-0.003098,0.013633
omega,gs,3,5,20,1.000e-10,19,0.781551,0.923645,-0.011402,-0.012723,0.002343
omega,gs,3,5,20,1.000e-10,20,0.784642,0.923767,-0.016413,-0.004802,-0.003446
omega,gs,3,5,20,1.000e-10,21,0.776411,0.918945,-0.007317,0.007920,-0.004571
omega,gs,3,5,20,1.000e-10,22,0.780900,0.923950,-0.006610,-0.001308,0.006022
omega,gs,3,5,20,1.000e-10,23,0.768871,0.917480,0.004957,0.017675,0.003628
omega,gs,3,5,20,1.000e-10,24,0.769833,0.918335,0.010045,0.011622,0.002520
omega,gs,3,5,20,1.000e-10,25,0.772579,0.917480,0.009513,0.001046,0.011195
omega,gs,3,5,20,1.000e-10,26,0.776971,0.921814,0.003491,0.001242,-0.008017
