mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
K,gs,3,5,20,1.000e-12,1,-24.896519,0.000000,1.000000,1.000000,1.000000
K,gs,3,5,20,1.000e-12,2,-18.094416,0.000000,1.000000,1.000000,1.000000
K,gs,3,5,20,1.000e-12,3,-11.297635,0.000000,1.000000,1.000000,1.000000
K,gs,3,5,20,1.000e-12,4,-4.503186,0.006287,0.999991,0.984613,0.999991
K,gs,3,5,20,1.000e-12,5,0.095211,0.707947,0.527092,0.154882,0.538481
K,gs,3,5,20,1.000e-12,6,0.743480,0.908752,0.040792,0.009606,0.046092
K,gs,3,5,20,1.000e-12,7,0.772849,0.919922,0.003286,0.007361,0.008665
K,gs,3,5,20,1.000e-12,8,0.775544,0.920837,-0.001207,-0.003935,0.004840
K,gs,3,5,20,1.000e-12,9,0.777580,0.920288,-0.000865,-0.003993,-0.001757
K,gs,3,5,20,1.000e-12,10,0.772138,0.920227,0.001691,0.002684,0.023709
K,gs,3,5,20,1.000e-12,11,0.775515,0.919006,-0.005475,-0.003751,0.003540
K,gs,3,5,20,1.000e-12,12,0.778013,0.920532,0.009180,-0.004573,-0.008127
K,gs,3,5,20,1.000e-12,13,0.770924,0.918823,0.006449,0.004214,-0.011281
K,gs,3,5,20,1.000e-12,14,0.775108,0.922058,0.005178,0.005180,-0.007636
K,gs,3,5,20,1.000e-12,15,0.782717,0.921814,-0.009817,-0.006936,-0.008041
K,gs,3,5,20,1.000e-12,16,0.769229,0.917969,-0.005924,0.002971,0.026884
K,gs,3,5,20,1.000e-12,17,0.778125,0.920410,-0.002014,-0.001125,-0.003978
K,gs,3,5,20,1.000e-12,18,0.778063,0.921997,-0.008655,-0.001383,0.006033
K,gs,3,5,20,1.000e-12,19,0.769500,0.917847,0.015466,0.004355,0.006001
K,gs,3,5,20,1.000e-12,20,0.779335,0.922241,-0.008233,0.003969,-0.000015
K,gs,3,5,20,1.000e-12,21,0.772285,0.920776,0.000142,0.007708,0.026036
K,gs,3,5,20,1.000e-12,22,0.784571,0.919800,-0.010776,-0.015459,-0.009994
K,gs,3,5,20,1.000e-12,23,0.778714,0.921997,-0.004145,0.016034,-0.003560
K,gs,3,5,20,1.000e-12,24,0.771279,0.916809,0.007031,0.008179,0.007066
K,gs,3,5,20,1.000e-12,25,0.774605,0.920654,0.006683,0.008873,0.010250
K,gs,3,5,20,1.000e-12,26,0.777769,0.921204,0.002004,-0.006502,-0.001197
K,gs,3,5,20,1.000e-12,27,0.778847,0.920959,0.005030,-0.011201,-0.002678
K,gs,3,5,20,1.000e-12,28,0.773844,0.920349,-0.003728,0.004756,-0.003630
K,gs,3,5,20,1.000e-12,29,0.781397,0.924500,0.003681,-0.005533,-0.024828
K,gs,3,5,20,1.000e-12,30,0.777045,0.916687,0.005334,0.005490,-0.006154
K,gs,3,5,20,1.000e-12,31,0.773165,0.917969,0.006229,-0.004037,0.005631
K,gs,3,5,20,1.000e-12,32,0.775527,0.922607,0.012447,-0.004198,-0.013718
K,gs,3,5,20,1.000e-12,33,0.771365,0.917847,0.007592,0.001933,0.005420
K,gs,3,5,20,1.000e-12,34,0.770809,0.916260,-0.010464,0.017851,-0.004505
K,gs,3,5,20,1.000e-12,35,0.777135,0.922852,0.006927,0.007955,0.000013
K,gs,3,5,20,1.000e-12,36,0.775803,0.923889,0.005679,0.003272,0.002765
K,gs,3,5,20,1.000e-12,37,0.777822,0.920898,0.000185,0.000106,0.007489
K,gs,3,5,20,1.000e-12,38,0.778077,0.921997,-0.012832,0.005251,0.004630
K,gs,3,5,20,1.000e-12,39,0.772684,0.918335,0.009372,0.017016,-0.003538
K,gs,3,5,20,1.000e-12,40,0.778560,0.923218,-0.008027,0.010774,-0.006883
K,gs,3,5,20,1.000e-12,41,0.774316,0.919067,-0.001646,-0.000920,0.005153
K,gs,3,5,20,1.000e-12,42,0.783971,0.922607,-0.008588,-0.000131,-0.011853
K,gs,3,5,20,1.000e-12,43,0.775151,0.920471,-0.019419,0.013264,0.000097
K,gs,3,5,20,1.000e-12,44,0.775241,0.918701,0.004247,0.010406,0.005293
K,gs,3,5,20,1.000e-12,45,0.774590,0.921387,-0.003328,0.007829,0.003006
K,gs,3,5,20,1.000e-12,46,0.773627,0.919434,0.003225,-0.002199,-0.002445
K,gs,3,5,20,1.000e-12,47,0.777689,0.919373,-0.004433,-0.009492,0.002091
K,gs,3,5,20,1.000e-12,48,0.778344,0.919800,-0.002119,-0.004038,-0.001667
K,gs,3,5,20,1.000e-12,49,0.775768,0.921936,-0.005500,-0.001215,0.017519
K,gs,3,5,20,1.000e-12,50,0.776604,0.920105,-0.001108,0.004793,-0.002824
K,gs,3,5,20,1.000e-12,51,0.780023,0.922974,0.001520,-0.007387,0.005894
K,gs,3,5,20,1.000e-12,52,0.774985,0.920166,-0.010752,-0.007475,0.013105
K,gs,3,5,20,1.000e-12,53,0.775662,0.920227,0.007621,-0.009999,0.000120
K,gs,3,5,20,1.000e-12,54,0.771333,0.918945,0.008239,0.010411,0.003334
