mode,update,p,q,K,delta,ln_inv_delta,lambda1,lambda2,mean_ln_d1,t_sat,t_dec,r_floor,t_pred_1rad,t_pred_2pi,growth_slope,growth_pts,r_at_T
omega,gs,3,5,20,1.000e-12,27.6310,6.8015,1.0211,-27.6317,6,15,0.0234,5.063,4.333,6.7949,3,0.004729
omega,gs,3,5,20,1.000e-10,23.0259,6.8015,1.0211,-23.0259,5,6,0.0234,4.385,3.656,6.7942,3,-0.001697
omega,gs,3,5,20,1.000e-08,18.4207,6.8015,1.0211,-18.4207,4,6,0.0234,3.708,2.979,6.7955,2,-0.002496
omega,gs,3,5,20,1.000e-06,13.8155,6.8015,1.0211,-13.8155,4,5,0.0234,3.031,2.301,nan,1,-0.005917
omega,gs,3,5,20,1.000e-04,9.2103,6.8015,1.0211,-9.2103,3,34,0.0234,2.354,1.624,nan,1,0.003913
omega,gs,3,5,20,1.000e-02,4.6052,6.8015,1.0211,-4.6052,2,3,0.0234,1.677,0.947,nan,0,-0.018858
omega,gs,3,5,20,1.000e-01,2.3026,6.8015,1.0211,-2.3026,2,3,0.0234,1.339,0.609,nan,0,-0.013665
