mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
pq,jacobi,3,5,12,1.000e+00,1,0.791473,0.920593,-0.056133,-0.004351,-0.052035
pq,jacobi,3,5,12,1.000e+00,2,0.779607,0.922607,-0.014771,0.013507,-0.002365
pq,jacobi,3,5,12,1.000e+00,3,0.776032,0.918701,0.006291,-0.001865,-0.014748
pq,jacobi,3,5,12,1.000e+00,4,0.771562,0.920471,-0.001270,0.005130,0.012492
pq,jacobi,3,5,12,1.000e+00,5,0.773268,0.918945,-0.003186,-0.012329,0.008031
pq,jacobi,3,5,12,1.000e+00,6,0.774322,0.919189,-0.008060,-0.003634,0.013513
pq,jacobi,3,5,12,1.000e+00,7,0.776943,0.921875,0.000657,0.002606,-0.007792
pq,jacobi,3,5,12,1.000e+00,8,0.780457,0.924072,-0.002301,0.000588,0.000625
pq,jacobi,3,5,12,1.000e+00,9,0.776119,0.921631,0.002269,-0.002500,0.003274
pq,jacobi,3,5,12,1.000e+00,10,0.773886,0.917908,-0.002616,0.009520,-0.005152
pq,jacobi,3,5,12,1.000e+00,11,0.773009,0.916138,0.000906,0.002326,0.006713
pq,jacobi,3,5,12,1.000e+00,12,0.776738,0.922424,0.008415,-0.001986,0.003578
pq,jacobi,3,5,12,1.000e+00,13,0.779505,0.921753,0.002807,-0.000379,-0.010552
pq,jacobi,3,5,12,1.000e+00,14,0.783032,0.924255,-0.015000,-0.002737,-0.005916
pq,jacobi,3,5,12,1.000e+00,15,0.774131,0.921875,0.004878,0.007543,0.005792
pq,jacobi,3,5,12,1.000e+00,16,0.780057,0.920593,0.001310,-0.001632,-0.009662
pq,jacobi,3,5,12,1.000e+00,17,0.770020,0.917969,0.011862,0.004944,0.020747
pq,jacobi,3,5,12,1.000e+00,18,0.780076,0.923096,-0.004530,0.006387,-0.008384
pq,jacobi,3,5,12,1.000e+00,19,0.775254,0.919373,-0.001608,0.004385,-0.002339
pq,jacobi,3,5,12,1.000e+00,20,0.775085,0.916992,-0.007519,0.024376,-0.008995
pq,jacobi,3,5,12,1.000e+00,21,0.770054,0.917358,0.009710,0.001685,0.000231
pq,jacobi,3,5,12,1.000e+00,22,0.777276,0.920227,-0.009377,-0.001008,0.008501
pq,jacobi,3,5,12,1.000e+00,23,0.776121,0.920654,0.010780,0.008769,0.003270
pq,jacobi,3,5,12,1.000e+00,24,0.770909,0.918701,0.008775,0.001936,0.002163
pq,jacobi,3,5,12,1.000e+00,25,0.774344,0.918884,-0.007911,0.001590,0.004314
pq,jacobi,3,5,12,1.000e+00,26,0.779438,0.923096,-0.001463,-0.005905,0.011567
pq,jacobi,3,5,12,1.000e+00,27,0.782793,0.921265,-0.009728,-0.005644,0.000646
pq,jacobi,3,5,12,1.000e+00,28,0.776922,0.920654,0.006379,0.005352,-0.007026
pq,jacobi,3,5,12,1.000e+00,29,0.775102,0.921265,0.006218,-0.003970,0.005336
