mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
pq,jacobi,3,5,20,1.000e+00,1,0.734876,0.906250,0.058856,0.005752,0.039117
pq,jacobi,3,5,20,1.000e+00,2,0.778520,0.920166,-0.010906,-0.013302,0.008973
pq,jacobi,3,5,20,1.000e+00,3,0.781814,0.921143,-0.007745,-0.006583,-0.007869
pq,jacobi,3,5,20,1.000e+00,4,0.771625,0.918335,0.006561,0.000451,-0.000047
pq,jacobi,3,5,20,1.000e+00,5,0.777782,0.919556,0.000105,0.006635,-0.020789
pq,jacobi,3,5,20,1.000e+00,6,0.779005,0.920532,0.009062,-0.006662,-0.003699
pq,jacobi,3,5,20,1.000e+00,7,0.771351,0.917114,0.006745,0.001589,0.001584
pq,jacobi,3,5,20,1.000e+00,8,0.773028,0.919556,0.008687,-0.001962,0.002083
pq,jacobi,3,5,20,1.000e+00,9,0.776261,0.920105,0.005627,-0.000427,-0.008604
pq,jacobi,3,5,20,1.000e+00,10,0.770771,0.917969,0.003242,0.001725,0.006595
pq,jacobi,3,5,20,1.000e+00,11,0.770731,0.916077,0.019867,-0.003719,0.004852
pq,jacobi,3,5,20,1.000e+00,12,0.773151,0.917725,-0.007916,0.008000,0.003834
pq,jacobi,3,5,20,1.000e+00,13,0.779570,0.922363,-0.000197,-0.003905,-0.000535
pq,jacobi,3,5,20,1.000e+00,14,0.778455,0.920471,-0.003874,-0.005004,-0.002833
pq,jacobi,3,5,20,1.000e+00,15,0.779870,0.923096,-0.004804,0.002961,-0.009938
pq,jacobi,3,5,20,1.000e+00,16,0.773239,0.921204,0.002635,-0.000665,0.004838
pq,jacobi,3,5,20,1.000e+00,17,0.774620,0.922913,-0.000182,0.001263,0.007634
pq,jacobi,3,5,20,1.000e+00,18,0.777606,0.923950,-0.010335,0.007289,0.010993
pq,jacobi,3,5,20,1.000e+00,19,0.780715,0.922485,0.001692,0.002551,-0.005117
pq,jacobi,3,5,20,1.000e+00,20,0.783993,0.923523,-0.015930,0.004806,0.000288
pq,jacobi,3,5,20,1.000e+00,21,0.783521,0.922363,-0.028483,0.004246,-0.003666
pq,jacobi,3,5,20,1.000e+00,22,0.783347,0.921997,-0.010285,0.002379,-0.001096
pq,jacobi,3,5,20,1.000e+00,23,0.775990,0.921509,0.010722,-0.011609,-0.004089
pq,jacobi,3,5,20,1.000e+00,24,0.779633,0.922485,-0.002602,-0.008977,0.000679
pq,jacobi,3,5,20,1.000e+00,25,0.776403,0.920410,-0.009617,0.005602,0.004487
pq,jacobi,3,5,20,1.000e+00,26,0.775447,0.920471,0.002262,-0.015991,0.011994
pq,jacobi,3,5,20,1.000e+00,27,0.773077,0.918457,-0.005055,0.004522,-0.002242
pq,jacobi,3,5,20,1.000e+00,28,0.779572,0.922058,-0.007859,0.008734,-0.008506
pq,jacobi,3,5,20,1.000e+00,29,0.777423,0.920898,0.002705,-0.000965,-0.014488
pq,jacobi,3,5,20,1.000e+00,30,0.779063,0.918701,-0.012685,-0.006710,-0.005037
