mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
omega,gs,17,23,12,1.000e-08,17,0.780645,0.921814,0.004985,-0.004682,-0.010922
omega,gs,17,23,12,1.000e-08,18,0.780980,0.921692,-0.013698,-0.008568,-0.005338
omega,gs,17,23,12,1.000e-08,19,0.781290,0.923157,0.003206,-0.016276,-0.001311
omega,gs,17,23,12,1.000e-08,20,0.780526,0.922546,-0.011602,0.002463,-0.008068
omega,gs,17,23,12,1.000e-08,21,0.777163,0.919250,-0.000374,-0.005499,-0.007229
omega,gs,17,23,12,1.000e-08,22,0.777948,0.918945,0.006176,-0.026313,-0.009587
omega,gs,17,23,12,1.000e-08,23,0.780013,0.923279,-0.002814,0.006325,-0.002714
omega,gs,17,23,12,1.000e-08,24,0.772943,0.921326,-0.004354,0.001716,0.010192
omega,gs,17,23,12,1.000e-08,25,0.785805,0.923523,-0.013670,-0.007957,-0.016712
omega,gs,17,23,12,1.000e-08,26,0.780225,0.921265,0.008931,-0.003687,0.002923
omega,gs,17,23,12,1.000e-08,27,0.774484,0.918274,-0.005154,-0.006269,0.003266
omega,gs,17,23,12,1.000e-08,28,0.777018,0.919617,0.006448,0.000070,-0.004583
omega,gs,17,23,12,1.000e-08,29,0.774510,0.921082,-0.003672,-0.006802,0.013863
omega,gs,17,23,12,1.000e-08,30,0.782881,0.924255,0.000923,-0.005404,-0.009917
omega,gs,17,23,12,1.000e-08,31,0.774712,0.921631,0.013412,-0.000387,-0.000121
omega,gs,17,23,12,1.000e-08,32,0.773617,0.920288,0.015483,-0.004367,0.001507
omega,gs,17,23,12,1.000e-08,33,0.777239,0.920776,0.005446,0.004215,0.007682
omega,gs,17,23,12,1.000e-08,34,0.774391,0.921265,0.004614,0.005498,0.004201
omega,gs,17,23,12,1.000e-08,35,0.777767,0.921692,0.013770,-0.010330,0.000239
omega,gs,17,23,12,1.000e-08,36,0.777533,0.918640,0.000795,-0.008276,-0.008144
omega,gs,17,23,12,1.000e-08,37,0.771197,0.917908,0.017650,-0.007137,0.001318
omega,gs,17,23,12,1.000e-08,38,0.776717,0.920532,0.000472,-0.003462,0.009000
omega,gs,17,23,12,1.000e-08,39,0.771952,0.916687,0.013847,0.008802,0.001326
omega,gs,17,23,12,1.000e-08,40,0.774206,0.919312,0.010553,0.006076,0.008829
omega,gs,17,23,12,1.000e-08,41,0.772602,0.920044,0.007166,0.001065,0.014032
omega,gs,17,23,12,1.000e-08,42,0.777386,0.921204,0.003139,0.005633,0.003121
omega,gs,17,23,12,1.000e-08,43,0.778856,0.923340,-0.006938,-0.003078,0.004960
omega,gs,17,23,12,1.000e-08,44,0.773737,0.918762,-0.004036,0.005765,0.001612
omega,gs,17,23,12,1.000e-08,45,0.784855,0.922241,0.001819,-0.008023,-0.025339
omega,gs,17,23,12,1.000e-08,46,0.774768,0.921143,0.005366,-0.008015,0.010856
omega,gs,17,23,12,1.000e-08,47,0.777998,0.920654,-0.003454,0.012404,0.001460
omega,gs,17,23,12,1.000e-08,48,0.774831,0.921326,0.004641,-0.014788,0.007717
omega,gs,17,23,12,1.000e-08,49,0.781649,0.920349,-0.010544,-0.000081,-0.010576
omega,gs,17,23,12,1.000e-08,50,0.778317,0.919556,-0.008001,0.003835,0.001893
omega,gs,17,23,12,1.000e-08,51,0.781517,0.921753,-0.007378,-0.007996,-0.001462
omega,gs,17,23,12,1.000e-08,52,0.775433,0.921448,-0.004857,0.005186,0.001260
omega,gs,17,23,12,1.000e-08,53,0.773423,0.919678,0.004548,-0.001129,0.002574
omega,gs,17,23,12,1.000e-08,54,0.776914,0.920593,-0.010196,0.007182,-0.012069
omega,gs,17,23,12,1.000e-08,55,0.783959,0.922241,0.000949,0.000905,-0.016157
omega,gs,17,23,12,1.000e-08,56,0.779538,0.920349,-0.003063,-0.009979,-0.001398
omega,gs,17,23,12,1.000e-08,57,0.772697,0.920654,0.008364,-0.004141,0.005842
omega,gs,17,23,12,1.000e-08,58,0.769179,0.917847,0.008570,0.005403,-0.004221
omega,gs,17,23,12,1.000e-08,59,0.777985,0.920227,0.001331,-0.001476,-0.003516
omega,gs,17,23,12,1.000e-08,60,0.775004,0.918274,0.001466,-0.013544,0.007816
omega,gs,17,23,12,1.000e-08,61,0.774598,0.922302,0.006893,0.007449,0.010841
omega,gs,17,23,12,1.000e-08,62,0.779530,0.921997,-0.007869,0.003816,-0.011527
omega,gs,17,23,12,1.000e-08,63,0.776069,0.920959,0.014700,0.003329,0.002534
omega,gs,17,23,12,1.000e-08,64,0.778890,0.919678,0.002387,-0.015123,-0.008787
omega,gs,17,23,12,1.000e-08,65,0.773050,0.915710,-0.001173,-0.004125,0.002654
omega,gs,17,23,12,1.000e-08,66,0.778041,0.921936,0.006387,-0.008762,-0.004854
omega,gs,17,23,12,1.000e-08,67,0.776231,0.919250,0.002676,-0.010531,-0.002640
omega,gs,17,23,12,1.000e-08,68,0.762630,0.918213,0.004952,0.013451,0.011864
omega,gs,17,23,12,1.000e-08,69,0.776705,0.919861,-0.004148,0.015311,0.011355
omega,gs,17,23,12,1.000e-08,70,0.777049,0.920532,-0.012347,0.000583,0.001210
omega,gs,17,23,12,1.000e-08,71,0.773742,0.919434,0.002585,-0.005339,0.018517
omega,gs,17,23,12,1.000e-08,72,0.774151,0.920593,0.007332,0.005749,-0.005140
omega,gs,17,23,12,1.000e-08,73,0.781439,0.921875,-0.016918,0.001813,-0.007458
omega,gs,17,23,12,1.000e-08,74,0.775540,0.921753,-0.005445,-0.002596,-0.000723
omega,gs,17,23,12,1.000e-08,75,0.782145,0.924805,0.000582,-0.006782,0.001013
omega,gs,17,23,12,1.000e-08,76,0.784282,0.922424,-0.009102,0.000087,-0.011163
omega,gs,17,23,12,1.000e-08,77,0.775541,0.919800,-0.005660,-0.006751,0.016360
omega,gs,17,23,12,1.000e-08,78,0.786793,0.923706,-0.011299,-0.018099,-0.002151
omega,gs,17,23,12,1.000e-08,79,0.779045,0.920776,-0.005128,-0.008189,-0.006861
omega,gs,17,23,12,1.000e-08,80,0.774637,0.919556,-0.003609,0.011937,-0.009504
omega,gs,17,23,12,1.000e-06,1,-13.815511,0.000000,1.000000,1.000000,1.000000
omega,gs,17,23,12,1.000e-06,2,-4.560286,0.000000,1.000000,0.999781,1.000000
omega,gs,17,23,12,1.000e-06,3,0.636475,0.869263,0.240961,0.004657,0.249360
omega,gs,17,23,12,1.000e-06,4,0.779846,0.922180,-0.001267,-0.002954,-0.001015
omega,gs,17,23,12,1.000e-06,5,0.780552,0.920898,-0.003236,-0.003368,-0.010871
omega,gs,17,23,12,1.000e-06,6,0.775245,0.919067,-0.012150,0.001489,0.012833
omega,gs,17,23,12,1.000e-06,7,0.776014,0.918701,-0.001393,-0.007116,-0.003733
omega,gs,17,23,12,1.000e-06,8,0.768631,0.916382,-0.005821,0.004983,0.010223
omega,gs,17,23,12,1.000e-06,9,0.776436,0.919006,-0.000267,0.000416,-0.004987
omega,gs,17,23,12,1.000e-06,10,0.774473,0.920959,-0.000652,0.001572,-0.005963
omega,gs,17,23,12,1.000e-06,11,0.777637,0.922363,-0.000880,-0.000091,0.003582
omega,gs,17,23,12,1.000e-06,12,0.779828,0.921448,-0.008538,-0.012549,0.001601
omega,gs,17,23,12,1.000e-06,13,0.774546,0.918335,0.005326,0.007498,0.010658
omega,gs,17,23,12,1.000e-06,14,0.778748,0.921875,-0.004171,0.005226,-0.005183
omega,gs,17,23,12,1.000e-06,15,0.777091,0.919434,0.001301,-0.004266,0.003225
omega,gs,17,23,12,1.000e-06,16,0.772383,0.916870,0.001437,-0.003294,0.006330
omega,gs,17,23,12,1.000e-06,17,0.782991,0.922913,-0.003889,0.000984,-0.009724
omega,gs,17,23,12,1.000e-06,18,0.775272,0.919495,0.010664,-0.009696,0.004530
omega,gs,17,23,12,1.000e-06,19,0.778914,0.920776,-0.000099,-0.008552,-0.003723
omega,gs,17,23,12,1.000e-06,20,0.770737,0.918152,0.008054,0.001553,0.015207
omega,gs,17,23,12,1.000e-06,21,0.778440,0.920898,-0.006189,0.000318,0.001374
omega,gs,17,23,12,1.000e-06,22,0.774226,0.918152,0.001831,-0.000531,0.001948
omega,gs,17,23,12,1.000e-06,23,0.774943,0.922668,0.000461,0.000786,0.006907
omega,gs,17,23,12,1.000e-06,24,0.772504,0.918335,0.002337,0.003605,0.005035
omega,gs,17,23,12,1.000e-06,25,0.771617,0.916870,0.012703,-0.003970,0.005105
omega,gs,17,23,12,1.000e-06,26,0.780230,0.923157,-0.004327,0.003645,-0.002351
omega,gs,17,23,12,1.000e-06,27,0.787670,0.925964,-0.004542,-0.014327,-0.001309
omega,gs,17,23,12,1.000e-06,28,0.778730,0.919678,-0.004415,0.001334,-0.001210
omega,gs,17,23,12,1.000e-06,29,0.773398,0.916870,0.002406,0.002232,-0.004852
omega,gs,17,23,12,1.000e-06,30,0.779304,0.921082,-0.004318,0.009516,0.005152
omega,gs,17,23,12,1.000e-06,31,0.776768,0.920166,-0.006194,0.002589,-0.001443
omega,gs,17,23,12,1.000e-06,32,0.778495,0.920654,0.005634,-0.000918,-0.009148
