mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
K,gs,3,5,12,1.000e-12,1,-25.372453,0.000000,1.000000,1.000000,1.000000
K,gs,3,5,12,1.000e-12,2,-19.578792,0.000000,1.000000,1.000000,1.000000
K,gs,3,5,12,1.000e-12,3,-13.786474,0.000000,1.000000,1.000000,1.000000
K,gs,3,5,12,1.000e-12,4,-8.011599,0.000000,1.000000,0.999988,1.000000
K,gs,3,5,12,1.000e-12,5,-2.382559,0.199402,0.992026,0.711304,0.992373
K,gs,3,5,12,1.000e-12,6,0.362301,0.794250,0.299778,0.096347,0.288923
K,gs,3,5,12,1.000e-12,7,0.750026,0.913757,0.030113,0.000607,0.025748
K,gs,3,5,12,1.000e-12,8,0.778074,0.918457,-0.007268,-0.004724,-0.002577
K,gs,3,5,12,1.000e-12,9,0.772504,0.919678,-0.010781,0.005822,0.001893
K,gs,3,5,12,1.000e-12,10,0.776754,0.919922,-0.004272,-0.003379,0.003556
K,gs,3,5,12,1.000e-12,11,0.773201,0.919739,0.000607,0.011706,-0.000584
K,gs,3,5,12,1.000e-12,12,0.780056,0.923096,-0.002234,0.001271,-0.005255
K,gs,3,5,12,1.000e-12,13,0.773957,0.919800,0.008381,0.008589,-0.012217
K,gs,3,5,12,1.000e-12,14,0.773364,0.918762,0.001494,-0.003075,0.009254
K,gs,3,5,12,1.000e-12,15,0.778796,0.921204,0.003279,-0.009894,0.005813
K,gs,3,5,12,1.000e-12,16,0.780761,0.923035,0.002210,-0.004639,-0.010578
K,gs,3,5,12,1.000e-12,17,0.769733,0.918030,0.017563,0.018600,-0.005187
K,gs,3,5,12,1.000e-12,18,0.773587,0.918579,-0.004211,0.011209,-0.002042
K,gs,3,5,12,1.000e-12,19,0.782234,0.923828,0.003776,-0.012622,-0.000101
K,gs,3,5,12,1.000e-12,20,0.772230,0.919250,0.010314,0.004780,-0.005756
K,gs,3,5,12,1.000e-12,21,0.775472,0.922668,0.003018,0.008014,-0.002325
K,gs,3,5,12,1.000e-12,22,0.774308,0.921143,0.002395,0.000830,-0.007355
K,gs,3,5,12,1.000e-12,23,0.777115,0.918274,0.004275,-0.008485,0.007099
K,gs,3,5,12,1.000e-12,24,0.779477,0.923462,-0.010841,-0.010577,0.003720
K,gs,3,5,12,1.000e-12,25,0.781947,0.920105,-0.006520,0.000004,-0.001833
K,gs,3,5,12,1.000e-12,26,0.783688,0.924316,-0.011583,-0.009671,-0.001408
K,gs,3,5,12,1.000e-12,27,0.777421,0.920410,-0.004243,0.007236,0.004377
K,gs,3,5,12,1.000e-12,28,0.771731,0.918213,0.002703,0.005466,0.001166
K,gs,3,5,12,1.000e-12,29,0.774628,0.919373,-0.002519,-0.004795,-0.005152
K,gs,3,5,12,1.000e-12,30,0.776949,0.919983,0.007143,-0.003564,0.001901
K,gs,3,5,12,1.000e-12,31,0.775957,0.920898,0.003256,0.002146,0.006182
K,gs,3,5,12,1.000e-12,32,0.777507,0.923401,0.000897,0.004761,0.000566
K,gs,3,5,12,1.000e-12,33,0.772046,0.918579,0.011722,-0.001068,-0.003891
K,gs,3,5,12,1.000e-12,34,0.781007,0.921875,0.014112,-0.006242,-0.018327
K,gs,3,5,12,1.000e-12,35,0.777908,0.916870,-0.003929,0.002264,-0.011864
K,gs,3,5,12,1.000e-12,36,0.772101,0.918091,0.004923,0.007910,-0.004538
K,gs,3,5,12,1.000e-12,37,0.778102,0.921509,0.006120,-0.005748,0.000061
K,gs,3,5,12,1.000e-12,38,0.779294,0.921692,0.000523,0.007842,-0.010703
K,gs,3,5,12,1.000e-12,39,0.775532,0.922058,0.008593,0.010725,-0.001360
K,gs,3,5,12,1.000e-12,40,0.778475,0.923035,0.002427,-0.013086,0.009195
K,gs,3,5,12,1.000e-12,41,0.778399,0.920532,0.002190,0.003445,-0.005095
K,gs,3,5,12,1.000e-12,42,0.770490,0.914551,0.006190,-0.006341,0.000170
K,gs,3,5,12,1.000e-12,43,0.772497,0.919189,-0.002943,-0.010168,0.011685
K,gs,3,5,12,1.000e-12,44,0.775697,0.918823,0.003305,-0.007861,0.009659
K,gs,3,5,12,1.000e-12,45,0.775805,0.917419,0.008487,-0.009044,0.004812
K,gs,3,5,12,1.000e-12,46,0.774126,0.919861,-0.004443,0.014986,-0.003212
K,gs,3,5,12,1.000e-12,47,0.779185,0.922119,-0.008347,0.000633,0.009253
K,gs,3,5,12,1.000e-12,48,0.783550,0.922607,-0.002526,-0.008062,-0.012816
K,gs,3,5,12,1.000e-12,49,0.770964,0.918579,0.001481,-0.000737,0.006106
