mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
omega,jacobi,3,5,6,1.000e-12,1,-27.630930,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,2,-24.549708,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,3,-21.691068,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,4,-18.788140,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,5,-15.900847,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,6,-13.006375,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,7,-10.116824,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-12,8,-7.222057,0.000000,0.999993,0.999993,0.999992
omega,jacobi,3,5,6,1.000e-12,9,-4.339101,0.002563,0.995654,0.996555,0.996291
omega,jacobi,3,5,6,1.000e-12,10,-1.523274,0.230225,0.791845,0.780513,0.780794
omega,jacobi,3,5,6,1.000e-12,11,0.264359,0.729736,0.251273,0.254957,0.250304
omega,jacobi,3,5,6,1.000e-12,12,0.720899,0.897461,0.022984,0.027550,0.040225
omega,jacobi,3,5,6,1.000e-12,13,0.769352,0.918701,0.011257,0.008634,0.009788
omega,jacobi,3,5,6,1.000e-12,14,0.772384,0.919556,0.008288,-0.004632,-0.000752
omega,jacobi,3,5,6,1.000e-12,15,0.772229,0.919434,0.005347,0.001079,-0.000203
omega,jacobi,3,5,6,1.000e-12,16,0.774841,0.922729,0.012890,0.003041,-0.001579
omega,jacobi,3,5,6,1.000e-12,17,0.778422,0.924805,0.002134,0.004411,0.003975
omega,jacobi,3,5,6,1.000e-12,18,0.776092,0.920227,-0.001686,-0.002284,-0.002915
omega,jacobi,3,5,6,1.000e-12,19,0.776098,0.921509,-0.000247,-0.006735,0.013519
omega,jacobi,3,5,6,1.000e-12,20,0.785624,0.923523,-0.010171,-0.013742,0.003712
omega,jacobi,3,5,6,1.000e-12,21,0.781247,0.921448,0.005040,-0.013245,-0.008252
omega,jacobi,3,5,6,1.000e-12,22,0.771522,0.918213,0.001765,0.015892,-0.004975
omega,jacobi,3,5,6,1.000e-12,23,0.773048,0.918640,0.009288,-0.000015,-0.004783
omega,jacobi,3,5,6,1.000e-12,24,0.779315,0.920227,0.002409,-0.012718,-0.003498
omega,jacobi,3,5,6,1.000e-12,25,0.779642,0.921814,-0.007498,-0.011386,-0.003104
omega,jacobi,3,5,6,1.000e-12,26,0.775850,0.919434,-0.007994,0.004252,0.010982
omega,jacobi,3,5,6,1.000e-12,27,0.775972,0.920471,0.009005,-0.002686,-0.000874
omega,jacobi,3,5,6,1.000e-12,28,0.774554,0.920898,0.001340,0.010165,-0.008541
omega,jacobi,3,5,6,1.000e-12,29,0.777595,0.921753,0.006730,-0.002649,-0.001520
omega,jacobi,3,5,6,1.000e-12,30,0.771946,0.918823,0.007546,0.011634,-0.008371
omega,jacobi,3,5,6,1.000e-12,31,0.782273,0.920654,0.001496,-0.008109,-0.004837
omega,jacobi,3,5,6,1.000e-12,32,0.782107,0.922485,0.001510,-0.006605,-0.004893
omega,jacobi,3,5,6,1.000e-12,33,0.771105,0.919739,0.003095,0.000581,0.003114
omega,jacobi,3,5,6,1.000e-12,34,0.769150,0.915710,0.008256,0.003519,0.015017
omega,jacobi,3,5,6,1.000e-12,35,0.774859,0.917908,-0.008824,-0.000481,0.003858
omega,jacobi,3,5,6,1.000e-12,36,0.772737,0.918579,-0.000564,0.002601,0.004757
omega,jacobi,3,5,6,1.000e-12,37,0.777825,0.919617,0.004917,-0.005825,-0.006951
omega,jacobi,3,5,6,1.000e-12,38,0.776676,0.916931,-0.004327,-0.009921,-0.002899
omega,jacobi,3,5,6,1.000e-12,39,0.778163,0.920166,-0.003383,0.001328,-0.000888
omega,jacobi,3,5,6,1.000e-12,40,0.774189,0.919250,-0.012153,0.003682,0.008080
omega,jacobi,3,5,6,1.000e-12,41,0.783028,0.923218,-0.004071,-0.007064,-0.011262
omega,jacobi,3,5,6,1.000e-12,42,0.787231,0.923035,-0.005048,-0.012891,-0.007261
omega,jacobi,3,5,6,1.000e-12,43,0.773527,0.918762,-0.009765,-0.002443,0.009346
omega,jacobi,3,5,6,1.000e-12,44,0.777816,0.918213,0.000114,-0.001747,0.008556
omega,jacobi,3,5,6,1.000e-12,45,0.768603,0.917786,0.001509,0.006468,0.012493
omega,jacobi,3,5,6,1.000e-12,46,0.776008,0.921631,-0.000871,0.000420,0.008373
omega,jacobi,3,5,6,1.000e-12,47,0.778810,0.921326,-0.001045,-0.005560,-0.001045
omega,jacobi,3,5,6,1.000e-12,48,0.769248,0.919434,-0.002678,0.007695,0.010801
omega,jacobi,3,5,6,1.000e-12,49,0.783041,0.924438,-0.008583,0.006725,-0.022787
omega,jacobi,3,5,6,1.000e-12,50,0.775271,0.918457,0.003656,0.006203,0.000502
omega,jacobi,3,5,6,1.000e-12,51,0.775839,0.921265,0.004177,-0.000361,0.001191
omega,jacobi,3,5,6,1.000e-12,52,0.766704,0.917175,-0.000651,0.020791,0.005197
omega,jacobi,3,5,6,1.000e-12,53,0.778449,0.922363,-0.004580,0.000679,-0.006633
omega,jacobi,3,5,6,1.000e-12,54,0.778906,0.922668,-0.004765,0.001619,-0.004689
omega,jacobi,3,5,6,1.000e-12,55,0.772002,0.918945,0.003211,0.001140,0.012702
omega,jacobi,3,5,6,1.000e-12,56,0.786869,0.923645,-0.017444,-0.005743,-0.014669
omega,jacobi,3,5,6,1.000e-12,57,0.780632,0.923767,0.003362,-0.011240,-0.010990
omega,jacobi,3,5,6,1.000e-12,58,0.776461,0.922852,0.001754,0.011318,0.000468
omega,jacobi,3,5,6,1.000e-12,59,0.777007,0.921204,-0.008269,0.005543,0.008807
omega,jacobi,3,5,6,1.000e-12,60,0.778212,0.919067,-0.000866,-0.004501,0.003352
omega,jacobi,3,5,6,1.000e-12,61,0.783651,0.923523,-0.004105,-0.011940,-0.011492
omega,jacobi,3,5,6,1.000e-12,62,0.784272,0.925171,-0.005516,-0.008941,-0.000434
omega,jacobi,3,5,6,1.000e-12,63,0.776697,0.922363,0.001353,-0.003454,0.003783
omega,jacobi,3,5,6,1.000e-12,64,0.768338,0.917603,0.018780,0.003983,-0.002498
omega,jacobi,3,5,6,1.000e-12,65,0.775044,0.921692,0.013286,-0.001501,-0.007766
omega,jacobi,3,5,6,1.000e-12,66,0.773799,0.918945,-0.005225,-0.003178,0.004753
omega,jacobi,3,5,6,1.000e-12,67,0.774290,0.919067,0.008940,-0.020242,0.008709
omega,jacobi,3,5,6,1.000e-12,68,0.774945,0.918762,0.003833,-0.000799,-0.000614
omega,jacobi,3,5,6,1.000e-12,69,0.774623,0.920776,0.004239,-0.008786,0.007397
omega,jacobi,3,5,6,1.000e-12,70,0.770850,0.920654,-0.009055,0.018094,0.003223
omega,jacobi,3,5,6,1.000e-12,71,0.780111,0.919983,-0.000013,-0.007235,-0.003052
omega,jacobi,3,5,6,1.000e-12,72,0.779313,0.918701,0.003239,-0.004590,-0.004904
omega,jacobi,3,5,6,1.000e-12,73,0.779579,0.920044,-0.014735,0.007806,0.007992
omega,jacobi,3,5,6,1.000e-12,74,0.772574,0.919861,0.001392,0.012601,0.004952
omega,jacobi,3,5,6,1.000e-12,75,0.791913,0.928223,-0.021223,-0.025470,-0.005167
omega,jacobi,3,5,6,1.000e-12,76,0.773492,0.920227,-0.004498,0.004260,0.001999
omega,jacobi,3,5,6,1.000e-12,77,0.778847,0.921448,0.000309,0.001788,-0.000522
omega,jacobi,3,5,6,1.000e-12,78,0.778776,0.923035,-0.008336,-0.005505,0.003589
omega,jacobi,3,5,6,1.000e-12,79,0.773073,0.919189,0.001933,0.012783,-0.005769
omega,jacobi,3,5,6,1.000e-12,80,0.775302,0.919006,0.005411,-0.007006,0.000264
omega,jacobi,3,5,6,1.000e-10,1,-23.025851,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-10,2,-19.944632,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-10,3,-17.085996,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-10,4,-14.183025,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-10,5,-11.295742,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-10,6,-8.401292,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-10,7,-5.511727,0.000000,0.999874,0.999876,0.999867
omega,jacobi,3,5,6,1.000e-10,8,-2.618951,0.047607,0.953632,0.955349,0.957563
omega,jacobi,3,5,6,1.000e-10,9,-0.181299,0.562683,0.449293,0.444259,0.443957
omega,jacobi,3,5,6,1.000e-10,10,0.662969,0.870789,0.068949,0.070085,0.064210
omega,jacobi,3,5,6,1.000e-10,11,0.769076,0.916199,0.001782,0.000887,0.015617
omega,jacobi,3,5,6,1.000e-10,12,0.779656,0.920898,-0.001590,0.003984,-0.007344
omega,jacobi,3,5,6,1.000e-10,13,0.771978,0.918274,0.003571,0.006397,0.000833
omega,jacobi,3,5,6,1.000e-10,14,0.774618,0.920654,-0.006882,0.003998,0.016660
omega,jacobi,3,5,6,1.000e-10,15,0.777438,0.921753,0.002870,0.001724,0.002259
omega,jacobi,3,5,6,1.000e-10,16,0.779292,0.922363,0.005577,-0.008437,0.010598
omega,jacobi,3,5,6,1.000e-10,17,0.775802,0.919434,-0.013265,-0.008568,0.012893
omega,jacobi,3,5,6,1.000e-10,18,0.778905,0.919556,-0.004543,-0.004162,-0.010077
omega,jacobi,3,5,6,1.000e-10,19,0.780848,0.919678,0.000492,-0.007859,-0.005555
omega,jacobi,3,5,6,1.000e-10,20,0.772878,0.918335,0.013668,0.004214,-0.000610
omega,jacobi,3,5,6,1.000e-10,21,0.776333,0.919189,0.001095,0.003398,-0.004380
omega,jacobi,3,5,6,1.000e-10,22,0.782847,0.923035,-0.013506,0.003315,-0.008432
omega,jacobi,3,5,6,1.000e-10,23,0.777193,0.920471,-0.004412,-0.002480,0.002783
omega,jacobi,3,5,6,1.000e-10,24,0.775813,0.920410,-0.002839,-0.000819,0.004780
omega,jacobi,3,5,6,1.000e-10,25,0.780260,0.920410,0.004114,-0.004327,-0.014974
omega,jacobi,3,5,6,1.000e-10,26,0.779196,0.921387,-0.001891,-0.003657,-0.000673
omega,jacobi,3,5,6,1.000e-10,27,0.777212,0.922485,0.003179,-0.002453,-0.003130
omega,jacobi,3,5,6,1.000e-10,28,0.775340,0.919861,0.002614,-0.009733,0.000773
omega,jacobi,3,5,6,1.000e-10,29,0.778300,0.919922,-0.009954,0.001836,-0.000588
omega,jacobi,3,5,6,1.000e-10,30,0.774714,0.918030,-0.000972,0.004466,0.010280
omega,jacobi,3,5,6,1.000e-10,31,0.773324,0.919189,0.007181,0.000045,0.007869
omega,jacobi,3,5,6,1.000e-10,32,0.781894,0.924561,0.007900,-0.020144,-0.003533
omega,jacobi,3,5,6,1.000e-10,33,0.773338,0.918213,-0.006721,0.017188,-0.009096
omega,jacobi,3,5,6,1.000e-10,34,0.784835,0.922974,-0.003965,-0.014152,-0.003692
omega,jacobi,3,5,6,1.000e-10,35,0.772447,0.917908,0.009761,0.000426,0.003102
omega,jacobi,3,5,6,1.000e-10,36,0.782846,0.920898,-0.021467,-0.011136,0.002265
omega,jacobi,3,5,6,1.000e-10,37,0.773849,0.916321,0.010433,-0.011157,-0.007373
omega,jacobi,3,5,6,1.000e-10,38,0.774346,0.918945,0.007713,-0.005504,0.005107
omega,jacobi,3,5,6,1.000e-10,39,0.772225,0.915955,-0.003196,0.020798,-0.002002
omega,jacobi,3,5,6,1.000e-10,40,0.777383,0.920959,0.005358,-0.001331,-0.007629
omega,jacobi,3,5,6,1.000e-10,41,0.770764,0.917297,0.007349,0.007448,-0.001785
omega,jacobi,3,5,6,1.000e-10,42,0.782673,0.921814,-0.010728,-0.014389,-0.002246
omega,jacobi,3,5,6,1.000e-10,43,0.773683,0.919006,-0.004712,0.008091,0.003430
omega,jacobi,3,5,6,1.000e-10,44,0.773737,0.916626,-0.001772,0.005633,-0.002351
omega,jacobi,3,5,6,1.000e-10,45,0.777158,0.918762,0.002366,-0.008930,0.001049
omega,jacobi,3,5,6,1.000e-10,46,0.778534,0.920227,-0.005679,-0.012347,0.004338
omega,jacobi,3,5,6,1.000e-10,47,0.783397,0.923706,-0.002950,-0.006006,-0.007735
omega,jacobi,3,5,6,1.000e-10,48,0.783182,0.923889,0.001169,-0.001809,-0.008060
omega,jacobi,3,5,6,1.000e-10,49,0.773804,0.918762,-0.001078,0.002715,-0.001627
omega,jacobi,3,5,6,1.000e-10,50,0.777340,0.921753,0.011658,-0.000543,-0.003244
omega,jacobi,3,5,6,1.000e-10,51,0.776192,0.918457,0.001601,-0.009114,-0.004398
omega,jacobi,3,5,6,1.000e-10,52,0.778025,0.924133,0.007490,-0.009440,0.012411
omega,jacobi,3,5,6,1.000e-10,53,0.780040,0.922119,0.000991,-0.005374,-0.011855
omega,jacobi,3,5,6,1.000e-10,54,0.781844,0.924072,0.004035,-0.009306,-0.012617
omega,jacobi,3,5,6,1.000e-10,55,0.776722,0.919250,0.003799,-0.001536,-0.002352
omega,jacobi,3,5,6,1.000e-10,56,0.779166,0.920776,0.007825,0.001298,-0.005948
omega,jacobi,3,5,6,1.000e-10,57,0.775342,0.922180,0.005067,0.006959,0.000212
omega,jacobi,3,5,6,1.000e-10,58,0.773049,0.918701,-0.001292,0.007642,-0.004014
omega,jacobi,3,5,6,1.000e-10,59,0.775315,0.918030,0.000394,0.006644,-0.007018
omega,jacobi,3,5,6,1.000e-10,60,0.771033,0.916565,0.009880,-0.008365,0.015848
omega,jacobi,3,5,6,1.000e-10,61,0.776172,0.921509,0.003744,0.003160,-0.005085
omega,jacobi,3,5,6,1.000e-10,62,0.773512,0.920227,0.007289,0.003529,0.009025
omega,jacobi,3,5,6,1.000e-10,63,0.774056,0.920837,-0.000007,0.005935,-0.004186
omega,jacobi,3,5,6,1.000e-10,64,0.775244,0.919495,0.002328,0.010463,-0.006619
omega,jacobi,3,5,6,1.000e-10,65,0.777883,0.920288,-0.000926,-0.004902,-0.001864
omega,jacobi,3,5,6,1.000e-10,66,0.775405,0.920288,-0.004542,0.010604,-0.000587
omega,jacobi,3,5,6,1.000e-10,67,0.779701,0.921387,0.012995,-0.017602,-0.015836
omega,jacobi,3,5,6,1.000e-10,68,0.772875,0.917603,0.005910,0.001853,0.007985
omega,jacobi,3,5,6,1.000e-10,69,0.788059,0.923462,-0.006173,-0.005064,-0.011174
omega,jacobi,3,5,6,1.000e-10,70,0.773954,0.918945,0.006302,0.001683,-0.001766
omega,jacobi,3,5,6,1.000e-10,71,0.778373,0.920837,-0.002457,-0.002114,0.003374
omega,jacobi,3,5,6,1.000e-10,72,0.774639,0.919067,-0.004230,-0.001444,-0.000173
omega,jacobi,3,5,6,1.000e-10,73,0.777882,0.921570,-0.003966,-0.008835,0.003473
omega,jacobi,3,5,6,1.000e-10,74,0.775881,0.920654,-0.000157,0.002019,0.021349
omega,jacobi,3,5,6,1.000e-10,75,0.780422,0.924011,-0.000324,-0.000722,0.000932
omega,jacobi,3,5,6,1.000e-10,76,0.775072,0.920715,0.000398,0.008737,0.005279
omega,jacobi,3,5,6,1.000e-10,77,0.778203,0.920227,0.001937,0.001571,-0.010352
omega,jacobi,3,5,6,1.000e-10,78,0.778634,0.920959,-0.007497,0.002546,-0.004242
omega,jacobi,3,5,6,1.000e-10,79,0.771079,0.918518,0.005242,0.011742,0.004704
omega,jacobi,3,5,6,1.000e-10,80,0.775516,0.921936,-0.002729,-0.000298,-0.000604
omega,jacobi,3,5,6,1.000e-08,1,-18.420681,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-08,2,-15.339462,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-08,3,-12.480826,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-08,4,-9.577854,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-08,5,-6.690544,0.000000,0.999997,0.999996,0.999997
omega,jacobi,3,5,6,1.000e-08,6,-3.796149,0.000122,0.997988,0.997919,0.997969
omega,jacobi,3,5,6,1.000e-08,7,-0.968609,0.294006,0.736475,0.730393,0.735479
omega,jacobi,3,5,6,1.000e-08,8,0.550830,0.827026,0.137513,0.142088,0.128139
omega,jacobi,3,5,6,1.000e-08,9,0.764319,0.917847,0.002212,0.015442,0.011427
omega,jacobi,3,5,6,1.000e-08,10,0.776596,0.921021,-0.006194,0.008803,0.001496
omega,jacobi,3,5,6,1.000e-08,11,0.773481,0.918701,0.001278,0.009790,-0.001470
omega,jacobi,3,5,6,1.000e-08,12,0.781813,0.923767,-0.007612,0.000680,-0.000995
omega,jacobi,3,5,6,1.000e-08,13,0.780667,0.922241,-0.003712,-0.010736,-0.003886
omega,jacobi,3,5,6,1.000e-08,14,0.777033,0.920349,0.001057,0.008199,-0.005454
omega,jacobi,3,5,6,1.000e-08,15,0.770936,0.917908,0.003699,0.011977,0.002567
omega,jacobi,3,5,6,1.000e-08,16,0.774627,0.921692,0.017331,-0.000862,0.001891
omega,jacobi,3,5,6,1.000e-08,17,0.772153,0.917908,0.001516,0.000172,0.002177
omega,jacobi,3,5,6,1.000e-08,18,0.780470,0.918762,-0.008379,0.006903,-0.013704
omega,jacobi,3,5,6,1.000e-08,19,0.773864,0.919739,0.000232,0.009719,-0.003212
omega,jacobi,3,5,6,1.000e-08,20,0.776718,0.921021,0.003111,0.003702,0.000705
omega,jacobi,3,5,6,1.000e-08,21,0.770515,0.920105,0.002673,0.006050,0.010060
omega,jacobi,3,5,6,1.000e-08,22,0.779799,0.923828,0.011629,-0.007466,0.002137
omega,jacobi,3,5,6,1.000e-08,23,0.777774,0.917175,-0.007790,-0.000585,-0.003846
omega,jacobi,3,5,6,1.000e-08,24,0.782880,0.922424,-0.006492,0.006059,-0.007817
omega,jacobi,3,5,6,1.000e-08,25,0.772027,0.918701,-0.000643,0.015285,-0.002471
omega,jacobi,3,5,6,1.000e-08,26,0.781390,0.922913,0.002077,-0.010663,-0.001513
omega,jacobi,3,5,6,1.000e-08,27,0.776380,0.921448,0.003706,-0.002759,0.012847
omega,jacobi,3,5,6,1.000e-08,28,0.779048,0.921143,-0.007390,0.013204,0.000695
omega,jacobi,3,5,6,1.000e-08,29,0.781165,0.923035,0.003972,0.002259,-0.015519
omega,jacobi,3,5,6,1.000e-08,30,0.775392,0.918396,0.005282,-0.004193,0.000402
omega,jacobi,3,5,6,1.000e-08,31,0.776929,0.919617,0.007484,-0.003509,-0.004864
omega,jacobi,3,5,6,1.000e-08,32,0.777008,0.917358,-0.004651,-0.002371,-0.005932
omega,jacobi,3,5,6,1.000e-08,33,0.780997,0.920166,0.008445,-0.001775,-0.013408
omega,jacobi,3,5,6,1.000e-08,34,0.775228,0.919861,0.009408,0.000291,-0.004811
omega,jacobi,3,5,6,1.000e-08,35,0.782165,0.920471,-0.010509,-0.012467,-0.009972
omega,jacobi,3,5,6,1.000e-08,36,0.769438,0.915161,0.006305,0.000296,0.010779
omega,jacobi,3,5,6,1.000e-08,37,0.773796,0.920593,-0.011781,0.009775,0.004661
omega,jacobi,3,5,6,1.000e-08,38,0.773447,0.916626,-0.001960,0.002726,0.001875
omega,jacobi,3,5,6,1.000e-08,39,0.774750,0.919556,-0.001850,0.005824,-0.006986
omega,jacobi,3,5,6,1.000e-08,40,0.780337,0.921448,0.002282,-0.008676,0.003413
omega,jacobi,3,5,6,1.000e-08,41,0.773744,0.919861,0.002694,0.002534,0.005357
omega,jacobi,3,5,6,1.000e-08,42,0.768356,0.915894,0.001133,0.012243,-0.004491
omega,jacobi,3,5,6,1.000e-08,43,0.779047,0.921570,0.001771,-0.007154,0.011124
omega,jacobi,3,5,6,1.000e-08,44,0.782514,0.922058,-0.004689,-0.013694,0.001259
omega,jacobi,3,5,6,1.000e-08,45,0.787893,0.923828,-0.027618,-0.002780,-0.006751
omega,jacobi,3,5,6,1.000e-08,46,0.777712,0.922302,0.004344,0.000910,-0.000697
omega,jacobi,3,5,6,1.000e-08,47,0.776133,0.920654,0.004156,0.012478,-0.003847
omega,jacobi,3,5,6,1.000e-08,48,0.778374,0.921143,-0.007344,-0.006115,0.005564
omega,jacobi,3,5,6,1.000e-08,49,0.773294,0.919922,0.000059,-0.004343,0.006274
omega,jacobi,3,5,6,1.000e-08,50,0.774805,0.919128,0.003518,0.008641,-0.001161
omega,jacobi,3,5,6,1.000e-08,51,0.777267,0.920898,0.009295,-0.000047,-0.008406
omega,jacobi,3,5,6,1.000e-08,52,0.780213,0.921265,0.013064,-0.011315,0.001859
omega,jacobi,3,5,6,1.000e-08,53,0.772938,0.921631,0.006979,0.003963,-0.002953
omega,jacobi,3,5,6,1.000e-08,54,0.770714,0.917725,0.007853,0.013332,-0.000865
omega,jacobi,3,5,6,1.000e-08,55,0.780285,0.922485,0.001373,0.007025,0.001091
omega,jacobi,3,5,6,1.000e-08,56,0.769036,0.916687,0.003119,0.004918,0.006299
omega,jacobi,3,5,6,1.000e-08,57,0.770742,0.919067,0.004925,0.004900,0.004971
omega,jacobi,3,5,6,1.000e-08,58,0.773210,0.919006,0.019885,-0.003274,0.008143
omega,jacobi,3,5,6,1.000e-08,59,0.779759,0.921875,0.004034,-0.003572,-0.002687
omega,jacobi,3,5,6,1.000e-08,60,0.775986,0.920593,0.009406,-0.001890,0.005367
omega,jacobi,3,5,6,1.000e-08,61,0.775080,0.919617,-0.009294,0.008304,-0.009544
omega,jacobi,3,5,6,1.000e-08,62,0.778080,0.921692,-0.005424,0.005031,-0.001900
omega,jacobi,3,5,6,1.000e-08,63,0.782578,0.921509,-0.011947,0.005350,-0.021473
omega,jacobi,3,5,6,1.000e-08,64,0.771215,0.921204,0.007746,0.009606,0.003491
omega,jacobi,3,5,6,1.000e-08,65,0.778201,0.920654,-0.012337,0.010159,-0.006897
omega,jacobi,3,5,6,1.000e-08,66,0.775684,0.919678,0.013333,-0.006511,0.005583
omega,jacobi,3,5,6,1.000e-08,67,0.777778,0.919067,0.016286,-0.005194,-0.008440
omega,jacobi,3,5,6,1.000e-08,68,0.774368,0.918335,0.007891,-0.012957,-0.001179
omega,jacobi,3,5,6,1.000e-08,69,0.771169,0.918030,0.001280,0.007280,0.010215
omega,jacobi,3,5,6,1.000e-08,70,0.775408,0.919373,0.004673,-0.010723,-0.003493
omega,jacobi,3,5,6,1.000e-08,71,0.773598,0.920837,-0.007099,0.001964,-0.003033
omega,jacobi,3,5,6,1.000e-08,72,0.776711,0.919983,-0.005197,0.004517,0.001048
omega,jacobi,3,5,6,1.000e-08,73,0.779854,0.919861,-0.013069,-0.005586,-0.002816
omega,jacobi,3,5,6,1.000e-08,74,0.773818,0.920227,0.012308,-0.007927,0.009151
omega,jacobi,3,5,6,1.000e-08,75,0.772501,0.916748,-0.003141,0.010292,-0.002585
omega,jacobi,3,5,6,1.000e-08,76,0.783564,0.920532,-0.001976,-0.009484,-0.000592
omega,jacobi,3,5,6,1.000e-08,77,0.775912,0.919373,-0.005976,0.008976,0.004716
omega,jacobi,3,5,6,1.000e-08,78,0.776949,0.921387,-0.000640,-0.005030,0.000525
omega,jacobi,3,5,6,1.000e-08,79,0.779935,0.921936,0.008175,-0.005992,-0.001822
omega,jacobi,3,5,6,1.000e-08,80,0.775153,0.919373,0.003663,-0.004511,-0.012831
omega,jacobi,3,5,6,1.000e-06,1,-13.815511,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-06,2,-10.734292,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-06,3,-7.875655,0.000000,1.000000,1.000000,1.000000
omega,jacobi,3,5,6,1.000e-06,4,-4.972666,0.000000,0.999949,0.999939,0.999949
omega,jacobi,3,5,6,1.000e-06,5,-2.085448,0.029663,0.968396,0.966210,0.969304
omega,jacobi,3,5,6,1.000e-06,6,0.270733,0.705017,0.291336,0.289455,0.318453
omega,jacobi,3,5,6,1.000e-06,7,0.748063,0.910095,0.024875,0.016640,0.016810
omega,jacobi,3,5,6,1.000e-06,8,0.776131,0.917969,0.005486,-0.002504,-0.002036
omega,jacobi,3,5,6,1.000e-06,9,0.780178,0.921570,0.002015,0.004256,0.004116
omega,jacobi,3,5,6,1.000e-06,10,0.779455,0.921631,-0.007587,-0.002482,-0.000414
