mode,update,p,q,K,delta,ln_inv_delta,lambda1,lambda2,mean_ln_d1,t_sat,t_dec,r_floor,t_pred_1rad,t_pred_2pi,growth_slope,growth_pts,r_at_T
pq,gs,3,5,20,1.000e+00,nan,6.8015,1.0211,0.7364,1,2,0.0234,0.892,0.162,nan,0,-0.012356
pq,gs,3,5,20,2.000e+00,nan,6.8015,1.0211,0.7573,1,36,0.0234,0.889,0.159,nan,0,0.008017
