seed_idx,i,j,pi,qi,pj,qj,abs_r_bytes,p_bytes,hamming_pct,ham_dev,r_cos1_raw,p_raw
6,8,10,19,29,29,37,3.853646260e-04,2.2298e-01,49.9967,3.285e-05,+1.260698109e-03,2.0742e-01
6,8,11,19,29,31,41,1.773880428e-04,5.7483e-01,49.9985,1.488e-05,-7.114185653e-04,4.7682e-01
6,8,12,19,29,37,43,5.694038019e-04,7.1764e-02,50.0087,8.740e-05,+1.369239092e-04,8.9109e-01
6,8,13,19,29,41,47,4.386869788e-05,8.8967e-01,49.9956,4.381e-05,+1.963054923e-03,4.9640e-02
6,8,14,19,29,43,53,9.124169632e-05,7.7294e-01,50.0020,2.026e-05,-1.318188684e-04,8.9513e-01
6,8,15,19,29,47,59,9.771817773e-04,2.0008e-03,49.9965,3.536e-05,-8.759164892e-04,3.8108e-01
6,8,16,19,29,53,61,2.403776894e-04,4.4717e-01,49.9948,5.229e-05,+9.133812122e-04,3.6104e-01
6,8,17,19,29,59,67,1.041493344e-05,9.7373e-01,50.0036,3.577e-05,+1.435205755e-03,1.5123e-01
6,8,18,19,29,61,71,7.878814541e-05,8.0324e-01,49.9974,2.629e-05,-1.668121586e-03,9.5292e-02
6,8,19,19,29,67,73,2.075254316e-04,5.1166e-01,49.9949,5.061e-05,+1.765967118e-03,7.7401e-02
6,9,10,23,31,29,37,2.720971983e-04,3.8954e-01,49.9980,1.970e-05,+7.737652670e-04,4.3907e-01
6,9,11,23,31,31,41,1.297836266e-04,6.8150e-01,49.9849,1.509e-04,+7.255042032e-04,4.6814e-01
6,9,12,23,31,37,43,2.505307679e-04,4.2822e-01,49.9976,2.415e-05,-1.513698650e-03,1.3010e-01
6,9,13,23,31,41,47,3.470842745e-04,2.7239e-01,49.9970,3.014e-05,+1.623935755e-03,1.0439e-01
6,9,14,23,31,43,53,1.121439846e-04,7.2287e-01,50.0010,9.687e-06,-4.175111280e-04,6.7630e-01
6,9,15,23,31,47,59,1.836105769e-04,5.6149e-01,49.9995,5.237e-06,+1.264105361e-03,2.0619e-01
6,9,16,23,31,53,61,4.093313120e-04,1.9552e-01,49.9983,1.696e-05,+3.926072617e-04,6.9461e-01
6,9,17,23,31,59,67,2.284613406e-04,4.7001e-01,49.9981,1.910e-05,+7.190911988e-04,4.7208e-01
6,9,18,23,31,61,71,2.617937334e-04,4.0775e-01,50.0045,4.459e-05,+4.265877663e-04,6.6968e-01
6,9,19,23,31,67,73,8.028113235e-04,1.1126e-02,50.0077,7.719e-05,-2.862888618e-04,7.7466e-01
6,10,11,29,37,31,41,1.485992979e-04,6.3842e-01,49.9852,1.481e-04,-2.666179451e-04,7.8976e-01
6,10,12,29,37,37,43,8.171801889e-05,7.9609e-01,49.9990,1.007e-05,+4.579251265e-05,9.6348e-01
6,10,13,29,37,41,47,2.687328663e-04,3.9543e-01,49.9965,3.474e-05,+2.548821731e-04,7.9881e-01
6,10,14,29,37,43,53,3.736623468e-04,2.3735e-01,49.9976,2.404e-05,+5.799182554e-04,5.6197e-01
6,10,15,29,37,47,59,5.744008435e-04,6.9307e-02,49.9912,8.751e-05,+1.497211039e-03,1.3434e-01
6,10,16,29,37,53,61,8.915933128e-05,7.7798e-01,49.9918,8.164e-05,-4.090037051e-04,6.8254e-01
6,10,17,29,37,59,67,5.939118066e-05,8.5102e-01,50.0096,9.580e-05,-1.544358446e-03,1.2250e-01
6,10,18,29,37,61,71,3.594013120e-04,2.5574e-01,49.9996,4.037e-06,-2.572503507e-04,7.9699e-01
6,10,19,29,37,67,73,9.504296339e-05,7.6376e-01,50.0035,3.479e-05,-1.049079922e-03,2.9414e-01
6,11,12,31,41,37,43,2.054972512e-04,5.1580e-01,50.0088,8.763e-05,-9.643339959e-04,3.3488e-01
6,11,13,31,41,41,47,5.633091404e-05,8.5862e-01,50.0038,3.771e-05,+1.176077609e-03,2.3956e-01
6,11,14,31,41,43,53,1.060694233e-04,7.3731e-01,50.0013,1.341e-05,+1.104783052e-03,2.6925e-01
6,11,15,31,41,47,59,8.812176018e-05,7.8050e-01,49.9938,6.219e-05,+9.537924522e-04,3.4019e-01
6,11,16,31,41,53,61,1.996346590e-04,5.2784e-01,50.0039,3.896e-05,+5.001318533e-04,6.1698e-01
6,11,17,31,41,59,67,7.644400525e-04,1.5633e-02,49.9897,1.028e-04,-7.635811314e-05,9.3913e-01
6,11,18,31,41,61,71,3.596294274e-04,2.5543e-01,49.9929,7.109e-05,+5.942328227e-05,9.5261e-01
6,11,19,31,41,67,73,2.837179429e-05,9.2851e-01,49.9968,3.234e-05,+1.120220382e-04,9.1081e-01
6,12,13,37,43,41,47,4.561192237e-04,1.4920e-01,50.0022,2.244e-05,-3.324021921e-04,7.3959e-01
6,12,14,37,43,43,53,6.405601061e-04,4.2803e-02,50.0003,2.663e-06,+1.148365651e-03,2.5082e-01
6,12,15,37,43,47,59,1.769889616e-05,9.5537e-01,49.9991,8.613e-06,+1.083870580e-03,2.7842e-01
6,12,16,37,43,53,61,6.011409375e-05,8.4923e-01,50.0042,4.164e-05,+1.639178193e-03,1.0118e-01
6,12,17,37,43,59,67,4.333080413e-05,8.9101e-01,49.9978,2.188e-05,+1.393669627e-03,1.6342e-01
6,12,18,37,43,61,71,2.283683299e-04,4.7019e-01,49.9973,2.694e-05,-8.055345710e-05,9.3580e-01
6,12,19,37,43,67,73,1.031142196e-04,7.4437e-01,50.0023,2.316e-05,-8.053927626e-04,4.2059e-01
6,13,14,41,47,43,53,3.803367587e-04,2.2908e-01,49.9957,4.305e-05,+1.399289767e-03,1.6173e-01
6,13,15,41,47,47,59,1.798747283e-04,5.6948e-01,49.9912,8.763e-05,-1.637223629e-04,8.6995e-01
6,13,16,41,47,53,61,4.139846137e-05,8.9584e-01,50.0004,4.350e-06,-1.439358999e-04,8.8555e-01
6,13,17,41,47,59,67,4.422383683e-04,1.6197e-01,50.0006,6.138e-06,-1.245171428e-03,2.1307e-01
6,13,18,41,47,61,71,1.865965496e-04,5.5514e-01,49.9978,2.203e-05,+1.030085636e-03,3.0297e-01
6,13,19,41,47,67,73,1.220105428e-05,9.6922e-01,49.9985,1.463e-05,-6.310787511e-04,5.2799e-01
6,14,15,43,53,47,59,3.658527916e-05,9.0790e-01,50.0007,6.925e-06,+3.836246565e-04,7.0126e-01
6,14,16,43,53,53,61,2.560735107e-04,4.1807e-01,49.9935,6.505e-05,-7.765628640e-04,4.3742e-01
6,14,17,43,53,59,67,1.011681175e-04,7.4903e-01,49.9982,1.771e-05,+1.451342368e-03,1.4668e-01
6,14,18,43,53,61,71,2.829151170e-04,3.7097e-01,50.0046,4.587e-05,+1.589065686e-04,8.7374e-01
6,14,19,43,53,67,73,1.027594073e-04,7.4522e-01,49.9983,1.688e-05,+1.324394022e-03,1.8537e-01
6,15,16,47,59,53,61,3.478419790e-04,2.7134e-01,50.0013,1.285e-05,-9.898987283e-04,3.2222e-01
6,15,17,47,59,59,67,2.990287087e-04,3.4435e-01,50.0000,2.125e-07,-6.942328112e-04,4.8754e-01
6,15,18,47,59,61,71,2.265537883e-04,4.7373e-01,49.9987,1.302e-05,-1.262387733e-03,2.0681e-01
6,15,19,47,59,67,73,2.080312198e-04,5.1063e-01,49.9985,1.528e-05,+2.516245160e-03,1.1861e-02
6,16,17,53,61,59,67,1.326326589e-05,9.6654e-01,50.0024,2.446e-05,-3.982113505e-04,6.9047e-01
6,16,18,53,61,61,71,7.469640708e-04,1.8171e-02,49.9993,7.475e-06,-5.249910958e-04,5.9959e-01
6,16,19,53,61,67,73,4.193221024e-05,8.9451e-01,49.9988,1.153e-05,+7.843502415e-04,4.3283e-01
6,17,18,59,67,61,71,4.299423813e-05,8.9185e-01,49.9970,3.019e-05,-5.189156718e-04,6.0382e-01
6,17,19,59,67,67,73,2.681222397e-04,3.9651e-01,50.0045,4.474e-05,+3.066562175e-04,7.5911e-01
6,18,19,61,71,67,73,4.364896318e-04,1.6749e-01,50.0078,7.790e-05,+1.135417408e-03,2.5620e-01
7,0,1,2,3,3,5,1.710330761e-04,5.8861e-01,49.9987,1.267e-05,-7.659952806e-04,4.4368e-01
7,0,2,2,3,5,7,1.599862719e-04,6.1291e-01,50.0061,6.072e-05,-1.086393441e-04,9.1349e-01
7,0,3,2,3,7,11,7.780581828e-05,8.0565e-01,49.9913,8.663e-05,+9.031236108e-04,3.6646e-01
7,0,4,2,3,8,13,5.613784114e-04,7.5859e-02,50.0043,4.302e-05,-2.771273887e-05,9.7789e-01
7,0,5,2,3,11,17,6.126940493e-04,5.2683e-02,50.0068,6.840e-05,-6.814258563e-04,4.9560e-01
7,0,6,2,3,13,19,1.166360697e-04,7.1225e-01,49.9958,4.235e-05,+1.243545348e-03,2.1367e-01
7,0,7,2,3,17,23,2.861464025e-04,3.6553e-01,50.0021,2.071e-05,+5.590839719e-04,5.7610e-01
7,0,8,2,3,19,29,2.794401757e-04,3.7688e-01,49.9950,5.005e-05,-5.399370909e-04,5.8924e-01
7,0,9,2,3,23,31,3.184073037e-04,3.1399e-01,49.9984,1.578e-05,-2.335767702e-03,1.9503e-02
7,0,10,2,3,29,37,1.354570774e-04,6.6839e-01,50.0028,2.825e-05,+5.234304230e-04,6.0067e-01
7,0,11,2,3,31,41,6.923996993e-04,2.8556e-02,49.9981,1.901e-05,-1.301758377e-03,1.9300e-01
7,0,12,2,3,37,43,1.721003060e-04,5.8628e-01,49.9980,1.991e-05,+8.862206331e-04,3.7550e-01
7,0,13,2,3,41,47,1.126294010e-04,7.2172e-01,50.0056,5.560e-05,-5.270168377e-04,5.9818e-01
7,0,14,2,3,43,53,5.823880802e-05,8.5388e-01,50.0041,4.145e-05,-7.540105916e-04,4.5084e-01
7,0,15,2,3,47,59,3.422145110e-04,2.7917e-01,49.9972,2.821e-05,+6.919667462e-05,9.4483e-01
7,0,16,2,3,53,61,5.795393650e-05,8.5459e-01,50.0040,3.999e-05,+1.838298631e-04,8.5415e-01
7,0,17,2,3,59,67,3.693320104e-04,2.4283e-01,50.0091,9.122e-05,+5.674282235e-04,5.7042e-01
7,0,18,2,3,61,71,9.900311450e-05,7.5422e-01,50.0019,1.894e-05,+7.447794883e-04,4.5641e-01
7,0,19,2,3,67,73,1.486445825e-04,6.3832e-01,49.9983,1.719e-05,-5.102689661e-04,6.0986e-01
7,1,2,3,5,5,7,4.224368673e-04,1.8159e-01,49.9974,2.608e-05,-1.230010331e-03,2.1869e-01
7,1,3,3,5,7,11,3.588424561e-04,2.5648e-01,50.0021,2.133e-05,+5.469389878e-04,5.8442e-01
7,1,4,3,5,8,13,3.260388283e-04,3.0253e-01,50.0093,9.313e-05,+4.301952855e-04,6.6705e-01
7,1,5,3,5,11,17,5.920641337e-04,6.1169e-02,50.0102,1.020e-04,-1.301483118e-03,1.9309e-01
7,1,6,3,5,13,19,1.524937490e-05,9.6154e-01,49.9944,5.605e-05,-1.839166099e-03,6.5891e-02
7,1,7,3,5,17,23,6.513790974e-04,3.9414e-02,49.9879,1.209e-04,+8.704650823e-06,9.9305e-01
7,1,8,3,5,19,29,8.065964224e-05,7.9867e-01,50.0020,1.973e-05,-5.751748431e-04,5.6517e-01
7,1,9,3,5,23,31,4.813321123e-04,1.2798e-01,49.9969,3.130e-05,-3.852038974e-04,7.0009e-01
7,1,10,3,5,29,37,2.897745962e-04,3.5948e-01,49.9964,3.597e-05,+9.399538008e-04,3.4724e-01
7,1,11,3,5,31,41,3.177073499e-04,3.1505e-01,49.9972,2.791e-05,+1.848740886e-03,6.4495e-02
7,1,12,3,5,37,43,1.504115801e-05,9.6206e-01,49.9981,1.851e-05,+1.905969774e-03,5.6654e-02
7,1,13,3,5,41,47,1.428826403e-06,9.9639e-01,49.9996,4.150e-06,-3.428162764e-04,7.3174e-01
7,1,14,3,5,43,53,4.991907261e-04,1.1443e-01,49.9934,6.563e-05,+4.474569031e-04,6.5455e-01
7,1,15,3,5,47,59,2.519505099e-04,4.2560e-01,50.0069,6.914e-05,-5.081896389e-04,6.1132e-01
7,1,16,3,5,53,61,1.178659906e-04,7.0935e-01,49.9962,3.799e-05,+2.747739881e-04,7.8349e-01
7,1,17,3,5,59,67,2.391985150e-04,4.4940e-01,50.0021,2.148e-05,+1.201587439e-04,9.0436e-01
7,1,18,3,5,61,71,2.353602747e-04,4.5671e-01,50.0082,8.181e-05,+2.368305147e-03,1.7870e-02
7,1,19,3,5,67,73,1.951614961e-04,5.3713e-01,50.0012,1.179e-05,-1.542545171e-03,1.2294e-01
7,2,3,5,7,7,11,2.065185179e-04,5.1371e-01,49.9994,5.825e-06,-2.831268244e-04,7.7708e-01
7,2,4,5,7,8,13,7.116887865e-04,2.4414e-02,50.0033,3.343e-05,-5.517995206e-04,5.8109e-01
7,2,5,5,7,11,17,1.086552493e-04,7.3115e-01,49.9914,8.622e-05,-5.121519676e-04,6.0854e-01
7,2,6,5,7,13,19,2.603522354e-04,4.1033e-01,50.0016,1.560e-05,-9.822228337e-06,9.9216e-01
7,2,7,5,7,17,23,4.811979110e-05,8.7905e-01,50.0029,2.861e-05,-8.458590483e-04,3.9763e-01
7,2,8,5,7,19,29,2.358600794e-05,9.4054e-01,49.9994,6.450e-06,-1.194866960e-04,9.0489e-01
7,2,9,5,7,23,31,2.600653401e-04,4.1085e-01,50.0059,5.895e-05,-7.698560682e-04,4.4139e-01
7,2,10,5,7,29,37,3.221646481e-04,3.0831e-01,49.9943,5.700e-05,+4.523193565e-04,6.5104e-01
7,2,11,5,7,31,41,3.976142845e-04,2.0862e-01,49.9974,2.611e-05,-1.150129829e-03,2.5009e-01
7,2,12,5,7,37,43,3.480086679e-05,9.1237e-01,49.9954,4.604e-05,-1.573072987e-04,8.7500e-01
7,2,13,5,7,41,47,1.064359008e-04,7.3643e-01,49.9971,2.873e-05,-1.484556310e-03,1.3766e-01
7,2,14,5,7,43,53,2.149566162e-04,4.9666e-01,50.0005,4.500e-06,-1.441993613e-03,1.4930e-01
7,2,15,5,7,47,59,1.730862359e-05,9.5635e-01,49.9919,8.071e-05,+4.800344422e-04,6.3120e-01
7,2,16,5,7,53,61,5.857745969e-04,6.3971e-02,50.0046,4.561e-05,+8.459436436e-04,3.9758e-01
7,2,17,5,7,59,67,2.460977591e-04,4.3643e-01,50.0082,8.175e-05,-1.703889834e-03,8.8402e-02
7,2,18,5,7,61,71,4.286312977e-05,8.9218e-01,50.0044,4.376e-05,-1.119662789e-03,2.6286e-01
7,2,19,5,7,67,73,3.261964914e-04,3.0230e-01,49.9995,5.338e-06,+1.138797937e-03,2.5479e-01
7,3,4,7,11,8,13,3.884138536e-04,2.1934e-01,49.9964,3.570e-05,-3.750093944e-04,7.0765e-01
